Description,Solution,Prediction rank,Predictions
give equal rights to ; of women and minorities,emancipate,0,"['should', 'giving', 'only', 'those', 'both', 'all', 'them', 'not', 'want', 'make', 'same', 'they', 'because', 'more', 'people', 'respect', 'would', 'and', 'must', 'get', 'take', 'than', 'need', 'others', 'groups', 'citizens', 'have', 'right', 'better', 'allow', 'some', 'to', 'example', 'does', 'less', 'put', 'fact', 'opportunity', 'certain', 'that', 'while', 'children', 'human', 'though', 'their', 'these', 'what', 'which', 'either', 'allowed', 'minority', 'gives', 'americans', 'one', 'without', 'provide', 'much', 'many', 'such', 'own', 'come', 'least', 'could', 'benefit', 'men', 'individual', 'although', 'instance', 'we', 'therefore', 'regard', 'regardless', 'instead', 'especially', 'benefits', 'cannot', 'way', 'discrimination', 'pay', 'or', 'among', 'particular', 'each', 'individuals', 'support', 'religious', 'seeking', 'most', 'always', 'receive', 'full', 'however', 'wanted', 'this', 'the', 'thus', 'themselves', 'allowing', 'as', 'addition']"
used of a person 's appearance or behavior ; befitting an eminent person,distinguished,0,"['same', 'only', 'one', 'example', 'not', 'this', 'as', 'way', 'what', 'most', 'does', 'perhaps', 'because', 'make', 'more', 'that', 'own', 'instance', 'or', 'whose', 'such', 'fact', 'someone', 'might', 'though', 'less', 'often', 'than', 'manner', 'the', 'particular', 'very', 'certain', 'which', 'actually', 'considered', 'first', 'sort', 'having', 'something', 'either', 'is', 'whether', 'all', 'making', 'yet', 'those', 'you', 'when', 'anything', 'nothing', 'could', 'usually', 'take', 'always', 'would', 'anyone', 'should', 'sometimes', 'subject', 'like', 'without', 'being', 'indeed', 'although', 'makes', 'people', 'give', 'made', 'once', 'an', 'much', 'woman', 'character', 'ever', 'a', 'and', 'they', 'thought', 'known', 'your', 'become', 'never', 'to', 'know', 'her', 'both', 'unusual', 'seems', 'their', 'look', 'these', 'least', 'present', 'similar', 'them', 'taken', 'every', 'thing', 'however']"
an executioner who beheads the condemned person,headsman,0,"['murderer', 'convicted', 'murder', 'execution', 'executed', 'inmate', 'victim', 'executes', 'murderers', 'innocent', 'punishment', 'accomplice', 'sentenced', 'defendant', 'hanged', 'sentence', 'woman', 'murdering', 'killer', 'killing', 'condemns', 'suspect', 'slaying', 'convicts', 'imprisonment', 'traitor', 'sentences', 'guilty', 'someone', 'murdered', 'killers', 'perpetrator', 'execute', 'conviction', 'beheaded', 'condemn', 'confessed', 'commits', 'jailed', 'executing', 'kill', 'prisoner', 'jail', 'adultery', 'cowardly', 'accomplices', 'policeman', 'heinous', 'suicide', 'wrongly', 'verdict', 'mentally', 'despicable', 'imprisoned', 'attacker', 'executions', 'treason', 'crime', 'murders', 'punished', 'tortured', 'whoever', 'retarded', 'insane', 'accused', 'citizen', 'insulting', 'beheading', 'terrorist', 'committing', 'arrest', 'responsible', 'anyone', 'himself', 'barbaric', 'incompetent', 'rapist', 'servant', 'senseless', 'parole', 'cruel', 'evil', 'somebody', 'prison', 'competent', 'charged', 'decapitated', 'offender', 'denounced', 'killed', 'attack', 'assailant', 'presumed', 'suspects', 'kidnapping', 'stabbing', 'assassination', 'terrorism', 'commit', 'chooses']"
a notable achievement,exploit,0,"['achievements', 'noteworthy', 'accomplishments', 'accomplishment', 'distinguished', 'outstanding', 'significant', 'greatest', 'remarkable', 'successes', 'award', 'achieved', 'contribution', 'awards', 'success', 'examples', 'important', 'well-known', 'most', 'contributions', 'exceptional', 'recognition', 'distinction', 'included', 'recognized', 'numerous', 'amongst', 'regarded', 'include', 'literary', 'famous', 'impressive', 'feature', 'artistic', 'pioneering', 'notably', 'performance', 'alumni', 'accomplished', 'successful', 'performances', 'history', 'historical', 'honored', 'such', 'honors', 'architectural', 'unique', 'finest', 'addition', 'educational', 'noted', 'memorable', 'example', 'dramatic', 'lifetime', 'musical', 'acclaimed', 'earliest', 'prestigious', 'fame', 'considered', 'highlight', 'many', 'particularly', 'artists', 'especially', 'awarded', 'best-known', 'among', 'features', 'career', 'exception', 'remembered', 'innovations', 'achieving', 'celebrated', 'arguably', 'merit', 'excellent', 'worthy', 'literature', 'performers', 'historic', 'marked', 'arts', 'these', 'including', 'dedication', 'renowned', 'prominent', 'collaborations', 'careers', 'accolades', 'particular', 'milestone', 'perhaps', 'talents', 'feat', 'breakthrough']"
someone deranged and possibly dangerous,loony,0,"['anyone', 'person', 'might', 'something', 'perhaps', 'somebody', 'actually', 'thought', 'anything', 'probably', 'apparently', 'potentially', 'could', 'either', 'maybe', 'sort', 'presumably', 'because', ""'re"", 'thing', 'anybody', 'certainly', 'sometimes', 'somehow', 'you', 'think', 'thinking', 'simply', 'know', 'trying', 'afraid', 'indeed', 'things', 'really', 'or', 'obviously', 'nothing', 'seems', 'too', 'wrong', 'imagine', 'otherwise', 'what', 'find', 'believe', 'them', 'mentally', 'not', 'being', ""'m"", 'considered', 'get', 'threatening', 'merely', 'whether', 'supposedly', 'definitely', 'very', 'those', 'enough', 'way', 'quite', 'believed', 'getting', 'seriously', 'people', 'sure', 'often', 'worse', 'making', 'become', 'turn', 'looking', 'myself', 'prove', 'ever', 'happens', 'want', 'impossible', 'suspect', 'difficult', 'why', 'make', 'having', ""'d"", 'truly', 'happen', 'mean', 'individuals', 'certain', 'serious', 'mistake', 'they', 'anyway', 'necessarily', 'himself', 'would', 'danger', 'possibility', 'reason']"
mercilessness characterized by an unwillingness to relent or let up,relentlessness,0,"['reluctance', 'willingness', 'refusal', 'inability', 'unwilling', 'tolerate', 'compelled', 'seeming', 'eagerness', 'abandon', 'acknowledge', 'tendency', 'insistence', 'intransigence', 'hesitate', 'loath', 'accept', 'embrace', 'reluctant', 'ignore', 'prevail', 'intend', 'compel', 'cannot', 'desire', 'cooperate', 'urge', 'determination', 'refuse', 'agree', 'characterize', 'stubborn', 'acquiesce', 'abide', 'persuade', 'resist', 'criticize', 'renounce', 'succumb', 'stubbornness', 'preferring', 'unyielding', 'refusing', 'forsake', 'resolve', 'admit', 'concede', 'unrelenting', 'signaled', 'letting', 'impatience', 'redouble', 'openness', 'dictate', 'indifference', 'insist', 'capitulate', 'ignorance', 'interfere', 'confront', 'reticence', 'acquiescence', 'hesitant', 'arrogance', 'hostility', 'loathe', 'condone', 'steadfast', 'inclination', 'relinquish', 'agreeing', 'frustration', 'necessarily', 'engage', 'obliged', 'cede', 'stonewalling', 'defy', 'failure', 'fail', 'stupidity', 'inaction', 'commitment', 'accede', 'persuaded', 'attitude', 'afraid', 'reiterate', 'threaten', 'stance', 'persevere', 'recognize', 'generosity', 'negotiate', 'continue', 'forgive', 'adamant', 'disagreements', 'hesitation', 'refuses']"
playful in an appealingly bold way,rascally,0,"['whimsical', 'wonderfully', 'inventive', 'imaginative', 'quirky', 'manner', 'funny', 'clever', 'straightforward', 'cheerful', 'energetic', 'delightfully', 'humorous', 'subtle', 'irreverent', 'thoughtful', 'charming', 'lighthearted', 'very', 'sort', 'gentle', 'look', 'easygoing', 'amusing', 'seems', 'idiosyncratic', 'quite', 'approach', 'evocative', 'graceful', 'oddly', 'offbeat', 'elegant', 'adventurous', 'edgy', 'sexy', 'ironic', 'fun', 'surprisingly', 'intelligent', 'characteristically', 'interesting', 'daring', 'seductive', 'stylish', 'something', 'cute', 'mischievous', 'deceptively', 'yet', 'brash', 'exuberant', 'strikingly', 'simple', 'pretty', 'unpretentious', 'endearing', 'goofy', 'always', 'looks', 'refreshing', 'colorful', 'expressive', 'comical', 'beautiful', 'timid', 'provocative', 'refreshingly', 'classy', 'insightful', 'pleasing', 'exciting', 'spirited', 'amazingly', 'wry', 'sensible', 'cheeky', 'sense', 'audacious', 'amiable', 'silly', 'incredibly', 'too', 'affectionate', 'attitude', 'realistic', 'humor', 'brave', 'aggressive', 'honest', 'sometimes', 'childlike', 'forceful', 'approachable', 'sarcastic', 'deliciously', 'likable', 'artful', 'really', 'things']"
one of a set of parallel slats in a door or window to admit air and reject rain,louvre,0,"['that', 'come', 'only', 'would', 'not', 'instead', 'they', 'either', 'could', 'way', 'because', 'allow', 'should', 'you', 'turn', 'doors', 'out', 'might', 'all', 'them', 'two', 'which', 'what', 'put', 'take', 'when', 'this', 'we', 'make', 'let', 'the', 'same', 'coming', 'get', 'must', 'both', 'though', 'those', 'give', 'then', 'few', 'before', 'have', 'side', 'back', 'there', 'does', 'look', 'fact', 'to', 'want', 'some', 'simply', 'actually', 'without', 'each', 'yet', 'front', 'like', 'open', 'again', 'once', 'something', 'first', 'into', 'every', 'i', 'however', 'outside', 'nothing', 'where', 'need', 'never', 'inside', 'these', 'allowed', 'break', 'clear', 'cannot', 'away', 'example', 'although', 'move', 'always', 'too', 'others', ""'ll"", 'allowing', 'off', 'now', 'end', 'possible', 'why', 'through', 'keep', 'turned', 'everything', 'on', 'instance', 'room']"
provide with a name or nickname,tag,0,"['known', 'meaning', 'used', 'referred', 'as', 'give', 'refer', 'same', 'hence', 'phrase', 'reference', 'provided', 'named', 'although', 'commonly', 'refers', 'referring', 'called', 'simply', 'though', 'giving', 'because', 'derived', 'surname', 'originally', 'however', 'only', 'example', 'meant', 'own', 'not', 'moniker', 'to', 'particular', 'sometimes', 'common', 'this', 'often', 'fact', 'specific', 'instead', 'actually', 'which', 'gives', 'would', 'now', 'help', 'using', 'what', 'does', 'latter', 'is', 'mention', 'similar', 'such', 'might', 'they', 'whose', 'gave', 'that', 'words', 'intended', 'once', 'come', 'make', 'changed', 'the', 'origin', 'nicknamed', 'nicknames', 'thus', 'much', 'derives', 'providing', 'way', 'instance', 'them', 'presumably', 'original', 'their', 'addition', 'reason', 'wanted', 'find', 'some', 'part', 'mentioned', 'form', 'one', 'support', 'always', 'probably', 'unique', 'comes', 'describe', 'better', 'specifically', 'could', 'need', 'famous']"
a person who rescues you from harm or danger,savior,0,"['risk', 'anyone', 'serious', 'risks', 'threat', 'anything', 'consequences', 'avoid', 'without', 'might', 'prevent', 'nothing', 'actually', 'could', 'someone', 'possibly', 'does', 'because', 'dangerous', 'not', 'pose', 'cannot', 'seriously', 'believe', 'damage', 'escape', 'anybody', 'threatening', 'possible', 'certainly', 'suffer', 'indeed', 'aware', 'kill', 'suffering', 'unless', 'harmed', 'victim', 'nobody', 'possibility', 'therefore', 'everyone', 'cause', 'something', 'unfortunately', 'only', 'know', 'people', 'vulnerable', 'protect', 'them', 'potentially', 'potential', 'harming', 'dying', 'neither', 'doing', 'threaten', 'causing', 'fact', 'knowing', 'knows', 'poses', 'think', 'seeing', 'dangers', 'reason', 'taken', 'should', 'lives', 'rescue', 'worse', 'that', 'believes', 'endanger', 'either', 'mean', 'otherwise', 'distress', 'perhaps', 'what', 'actions', 'would', 'must', 'being', 'saved', 'risking', 'feared', 'hurt', 'thing', 'whatever', 'woman', 'ever', 'risked', 'rescued', 'afraid', 'concerned', 'thus', 'apparently', 'never']"
compelled forcibly by an outside agency,goaded,0,"['forced', 'leave', 'authorities', 'refused', 'should', 'them', 'officials', 'not', 'agencies', 'immediately', 'saying', 'they', 'would', 'allowed', 'taken', 'allow', 'because', 'government', 'decided', 'cannot', 'voluntarily', 'must', 'to', 'refusing', 'asked', 'could', 'tried', 'employees', 'obliged', 'whether', 'wanted', 'unless', 'officers', 'move', 'without', 'soon', 'protect', 'police', 'want', 'forcing', 'others', 'people', 'might', 'put', 'permission', 'informed', 'headquarters', 'either', 'unable', 'that', 'permitted', 'anyone', 'take', 'when', 'being', 'themselves', 'asking', 'leaving', 'security', 'never', 'citizens', 'able', 'stay', 'those', 'office', 'give', 'then', 'apparently', 'instead', 'refugees', 'come', 'force', 'before', 'thousands', 'legally', 'personnel', 'military', 'enter', 'temporarily', 'agents', 'hundreds', 'pressured', 'have', 'trying', 'refuse', 'keep', 'inside', 'ordered', 'soldiers', 'telling', 'return', 'let', 'witnesses', 'however', 'turn', 'withdraw', 'where', 'flee', 'otherwise', 'away']"
spending resources lavishly and wastefully,squandering,0,"['spend', 'expenditure', 'devoting', 'expenditures', 'spent', 'wisely', 'wasteful', 'devote', 'funds', 'spends', 'money', 'scarce', 'invested', 'discretionary', 'investing', 'allocate', 'lavish', 'wealth', 'projects', 'profligate', 'financed', 'billions', 'expensive', 'expended', 'efficiently', 'funding', 'budgets', 'extravagant', 'outlays', 'revenues', 'invest', 'consume', 'salaries', 'energy', 'funded', 'wasted', 'costs', 'taxpayer', 'allocating', 'diverting', 'consumption', 'earmarked', 'extravagantly', 'expending', 'surplus', 'heavily', 'too', 'consuming', 'devoted', 'agencies', 'taxing', 'fund', 'amounts', 'expense', 'less', 'amount', 'prudently', 'finances', 'devotes', 'focused', 'surpluses', 'corporations', 'much', 'sums', 'relying', 'consumed', 'resource', 'allocated', 'expenses', 'energies', 'excessively', 'infrastructure', 'ways', 'governments', 'enough', 'coffers', 'taxes', 'rely', 'consumers', 'investments', 'appropriated', 'manpower', 'millions', 'donations', 'expend', 'afford', 'aggressively', 'health', 'more', 'enormous', 'considerable', 'channeled', 'focusing', 'lavished', 'stimulus', 'wasting', 'savings', 'programs', 'budgetary', 'sector']"
the male reproductive cell ; the male gamete,sperm,7,"['female', 'adult', 'males', 'cells', 'females', 'offspring', 'sperm', 'sexual', 'reproduction', 'women', 'woman', 'organs', 'mating', 'embryo', 'gender', 'whereas', 'behavior', 'sexes', 'human', 'age', 'embryonic', 'or', 'chromosomes', 'tissue', 'usually', 'genetic', 'adolescent', 'adults', 'birth', 'embryos', 'cloning', 'men', 'pregnancy', 'i.e.', 'example', 'sexually', 'same', 'stem', 'genes', 'individuals', 'normal', 'animal', 'teenage', 'gametes', 'only', 'either', 'furthermore', 'mature', 'homosexual', 'instance', 'typically', 'fetus', 'genital', 'immature', 'each', 'hormones', 'pregnant', 'and/or', 'thus', 'both', 'heterosexual', 'differentiation', 'patient', 'occurs', 'humans', 'mammalian', 'animals', 'eggs', 'population', 'tissues', 'hormone', 'girls', 'one', 'mothers', 'immune', 'researchers', 'chromosome', 'e.g.', 'fertilization', 'babies', 'children', 'sexuality', 'gene', 'function', 'person', 'unlike', 'size', 'biology', 'breast', 'types', 'maternal', 'infertility', 'populations', 'egg', 'uterus', 'brain', 'diploid', 'trait', 'testes', 'individual']"
adjusted or attuned by adding a counterbalancing element,tempered,0,"['elements', 'reflect', 'adjusting', 'adjust', 'changing', 'sense', 'appropriate', 'need', 'context', 'needs', 'component', 'adjustments', 'necessarily', 'importantly', 'aware', 'essential', 'subtle', 'necessary', 'changes', 'added', 'merely', 'aspect', 'relevant', 'reflected', 'calculated', 'therefore', 'useful', 'components', 'reflects', 'desirable', 'adjustment', 'fundamental', 'more', 'change', 'reflecting', 'emphasis', 'specific', 'clearly', 'meaningful', 'factors', 'accordingly', 'certain', 'obviously', 'desired', 'increasing', 'expectations', 'consistent', 'certainly', 'particular', 'definitely', 'objective', 'reinforcing', 'conscious', 'emphasizing', 'aspects', 'less', 'amount', 'difference', 'stability', 'important', 'stressing', 'satisfying', 'incorporate', 'perception', 'underlying', 'evolving', 'overall', 'realistic', 'significant', 'expectation', 'moreover', 'flexibility', 'very', 'stronger', 'value', 'keeping', 'perspective', 'negative', 'always', 'understood', 'essence', 'thus', 'shift', 'determining', 'yet', 'increases', 'dimension', 'imperative', 'trend', 'noting', 'needed', 'much', 'precisely', 'ways', 'obvious', 'better', 'fact', 'anticipate', 'quite', 'perhaps']"
without bias,unbiased,0,"['not', 'because', 'either', 'cannot', 'reason', 'certain', 'instead', 'discrimination', 'fact', 'should', 'lack', 'there', 'nothing', 'simply', 'anything', 'avoid', 'prejudice', 'thus', 'them', 'obvious', 'does', 'same', 'anyone', 'only', 'might', 'those', 'result', 'change', 'perceived', 'way', 'that', 'or', 'favor', 'could', 'mean', 'need', 'whatever', 'giving', 'possible', 'putting', 'some', 'doubt', 'whether', 'what', 'saying', 'particular', 'too', 'however', 'having', 'allowing', 'evidence', 'such', 'serious', 'necessarily', 'longer', 'therefore', 'regard', 'prevent', 'done', 'absence', 'denying', 'much', 'they', 'allow', 'would', 'prevented', 'meant', 'risk', 'problem', 'suggesting', 'despite', 'whatsoever', 'merely', 'possibility', 'being', 'require', 'making', 'sort', 'want', 'yet', 'sense', 'must', 'this', 'instance', 'doing', 'clear', 'reasons', 'though', 'suggest', 'justify', 'required', 'taking', 'finding', 'effect', 'while', 'arguing', 'others', 'all', 'adding', 'regardless']"
