Description,Solution,Prediction rank,Predictions
with strength and soundness,solidly,0,"['tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly', 'tidly']"
being very thin,scrawny,0,"['thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned']"
a neurochemical occurring naturally in the brain and having analgesic properties,endorphin,0,"['analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic', 'analgesic']"
a hand tool for driving screws ; has a tip that fits into the head of a screw,screwdriver,0,"['jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks', 'jacks']"
creating a sequence of instructions to enable the computer to do something,programming,0,"['modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying', 'modifying']"
thick - walled muscular pouch below the crop in many birds and reptiles for grinding food,gizzard,0,"['sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling', 'sling']"
a person active in party politics,pol,0,"['political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political', 'political']"
a bodily process occurring due to the effect of some antecedent stimulus or agent,reaction,0,"['process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process', 'process']"
a contract granting the right to operate a subsidiary business,concession,0,"['monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly', 'monopoly']"
having no legally established claim,unlawful,0,"['unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed']"
the act of extracting ores or coal etc from the earth,mining,0,"['extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction']"
a local and habitual twitching especially in the face,tic,0,"['twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching']"
