Description,Solution,Prediction rank,Predictions
give equal rights to ; of women and minorities,emancipate,0,"['equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer', 'equalizer']"
used of a person 's appearance or behavior ; befitting an eminent person,distinguished,0,"['eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent', 'eminent']"
an executioner who beheads the condemned person,headsman,0,"['beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader', 'beheader']"
a notable achievement,exploit,0,"['notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable', 'notable']"
someone deranged and possibly dangerous,loony,0,"['snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking', 'snaking']"
mercilessness characterized by an unwillingness to relent or let up,relentlessness,0,"['reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance', 'reluctance']"
playful in an appealingly bold way,rascally,0,"['slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick', 'slick']"
one of a set of parallel slats in a door or window to admit air and reject rain,louvre,0,"['slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat', 'slat']"
provide with a name or nickname,tag,0,"['name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name', 'name']"
a person who rescues you from harm or danger,savior,0,"['rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer', 'rescuer']"
compelled forcibly by an outside agency,goaded,0,"['forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly', 'forcibly']"
spending resources lavishly and wastefully,squandering,0,"['spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending', 'spending']"
