Description,Solution,Prediction rank,Predictions
one related by blood or origin ; especially on sharing an ancestor with another,sib,0,"['a person person ; to be related by blood or origin ; especially especially ', '; on ancestry, or on sharing ancestor ; especially, on', '; especially a ; especially on having an ancestor of the same line', '; an ancestor of one blood relative of; especially on their common ', '; a close one ; especially on sharing blood or origin ; on being', '; sibling in line; like; of one or more ; : as', ': particularly in their connection of origin or surname. : on a common family', 'to you (often the same) ; especially on having blood or origin ;', '; a relative ; a relative ; especially by blood ; especially on', '; especially on his or her death. 1. a family member. 2. an', ""; shared in one's lineal past ; especially among relatives of one's"", '; on identifying in common a common ancestor; to find or report to', '; especially by common relatives. by blood, or by origin ; especially of one', ""; especially on sharing their ancestor with one's ; especially re"", ', to another, by blood or origin ;. from the; like', ""; shared (see kinship). one, or with one's own "", '; on acquiring a common ancestor ; or on sharing an ance', '; to ; on passing away; particularly on a relative being the same', '; the continuation or continuity of lineage and blood; ; ; on having', ';  on an. "" ; especially ;; on having in', '; to the one in pongy ; especially on blood and origin and surname', '; on sharing a common ancestor ; on sharing a common origin', ': ; as :, or; also on ; of which', '; related by blood ; on sharing an ancestor ; on sharing the', '; to have had a surname with ;, especially within their immediate', ', by blood ; the act of relating bloodline to; ;', 'of a parent to; on sharing an ancestor. A relative to another', '; on meeting as if they were an ancestor or descendent ; especially', '; on connecting by blood. from the same branch of the family ; especially on', '; based on blood ;development, or origin ; especially on blood; after', ', or any blood relative and ; comparing ones blood or origins; one', '; of one ; by blood ; especially on inheriting. ::', ', to another person or persons of similar origin person ; especially from a single', '; on sharing ancestors or an ancestor. The experience of sharing one', '; to ; to one or with one ; on sharing the ', '; especially on common ancestry or origin ; ; especially on sharing blood', '; to associate with one without knowledge or acquaintance ; to take advantage; especially once in', ', especially upon sharing blood ; by common blood or origin.;; ', '; being related of or on sharing relatives by blood or origin. To an ', ', or upon sharing a ancestor ; especially on sharing a certain relative', '; especially on an ancestor of, especially on a second birth ;', 'by blood or origin ; shared in a common line ; particularly in related relationships', '; especially a cousin or an ancestor and another who shares a common', '; he whose ancestor is one of many ; as, on having', '; especially upon sharing a ancestor ; or on sharing a common ', '.; as ; sibling; : a one related by blood or', ', especially on sharing an ancestor by blood ;; especially the relationship of', 'is; sibing on shared ancestor ; one related by blood or', '; a kin,; from a common parent. 1. A brother', ""; a child related to one's parent, brother or sister, or another individual"", '; especially with a known declension ; on belonging to an ance', '; or; to have a common ancestor or connection to one of the', '; especially on sharing an ancestor ; often including those of some relatives ;', 'by blood; on sharing origin by ancestor or blood; especially on sharing inheritance.', 'or of origin; that is, shared by blood or origin ; an ance', '; especially of an ancestor ; especially the descendant ; particularly', '; especially on sharing ancestry ; especially on sharing a parent ;', ', or to another individual; on having a common lineage ; on having', '; on a descendant’s family ; among related in some way,', '. One related to another by blood or origin ; especially on sharing ; sharing the', '; on remembrance of one f the same comrade as', '; on sharing an ancestor.; in an association of common blood', ""; especially the relation of blood or origin ; to share one's blood "", ""; admonished ; especially on passing down one's father's"", '; the one who has the same origin, ; rejoicing', ': to a person or people who are in common ; especially their descendants are one', '; ; ; kinship ; ; association ; union ;', ""; to one who has one's parent's lineage of descent,"", '; notably on sharing a common ancestor with the same ; especially on', "",.; the experience of having one's background and genetic background with another"", ', to one of its origin ;, especially concerning sharing a common ance', ""; on ancestry ; having an'ancestor' with"", 'Krossz, or with a sister or brother.. to one', '; especially on sharing an ancestor by blood or origin ( from her own family).', '; a relative by blood ; a dependent ; especially of a related', '; one living with another or as relatives ; especially on sharing his inheritance with the same', '; especially or in connection with a relative ; particularly, on sharing an ance', ', especially, one related by blood; ; especially on sharing an ance', '; especially on sharing an origin or blood, etc., or on sharing an ', '; on fluid bonding by blood or origin ; especially by sharing ancestor.', '; to a blood relative ; especially or on blood ; especially on ', ', one related by blood or origin ; particularly a descendent ; especially on', ';, ; ; person; on sharing an ancestor.', '; even ; seeing. The act of joining or becoming related by blood; the', '; ; usually a brother ; especially brother brother or sister ;', '; especially a relation of origin or blood or origin ; especially one of immediate ', '; on meeting on blood ; on being a kin ; even on sharing', 'by blood (or an ancestor); on sharing a common ancestor.', 'by blood, etc. On acquiring knowledge, knowledge ; seeing ; especially', '; especially concerning ; : on sharing this ancestor ; also', '; to family with an ; a person in association in birth or origin;', '. a relative related by blood or origin ;, so called from his family', ': who is related by blood. ; as on descended from whom it comes', 'a relative or common - surname to be taken with ; to &', '; especially when on sharing an ancestor ; esp. upon sharing it ', ', family ; for whom it is important to take part in the relation. On having', '; also on sharing an ancestor ; especially sharing a common ancestor', ';; pertaining to one: (n.) an ancestor of', ""; with a relation by blood to one of another's by origin ; "", '; the family or branch. 2. 1. A person related by blood, particularly ']"
a young woman,fille,0,"['.', '?', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', ') and photographer.', '.', '.', '.', '.', '.', '.', '”', '.', '.', '.', '.', '.', '.', '.', ').', '.', '.', '.', '.', '.', '.', '!', '.', '.', '.', '.', '!', '.', '.', '.', '.', '.', '.', '.', '.', '.', ').', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 'who needs help.', '.', '.', '.', '.', '.', '.', '?', '.', '.', '.', '.', '!', '.', '!', '.', '.', '!', '.', '.', '.', '!', '.', '.', '.', '?', '.', '.', '.', ').', '.', '.', '.']"
in a clear and lucid manner,lucidly,0,"['which is easy to understand.', 'in all relevant languages.', '.', 'in a timely manner.', '. Thanks!', '. Thank you.', 'before the attendees.', '??', '. Read more.', '. Thank you.', '..', '. Highly recommended.""', '.', '. This is wonderful!', '.Thank you.', '. Thank You!', 'to the readers.', '.', '. Thanks.""', 'for everyone.', 'to the students.', '. Thank You.', '. 2. Are you?', '. Very well written.', ', which is essential.', '. Many thanks.', '. Very good!', '.', ',.', '. Well worth reading.', '. Thank you.""', '.', '. Nicely Written!', '. I highly recommend it.', '(without unnecessary repetition).', '. Thank you.', 'in the subject.', '? How I managed.', 'in English.', 'and well organized manner.', '. Cheers!', 'to the readers?', '. Thanks for sharing.', 'to you.', '.', '. Thanks.', '..', 'as possible.', '. Great!', '.', 'that is captivating.', '. 2.', '.', 'and easily understood.', 'to the readers.', '. It works!', 'without any confusion.', 'and not only that.', '. Thank you.', '.', 'is extremely useful.', 'and effectively.', '.', '.....', 'in an elegant manner.', '..', 'I have observed.', '. I hope that.', '. Congratulations!', '. Brilliant work”.', ', that is easy to understand.', 'that will encourage students.', '. The way.', '..', '.', 'to the audience.', '. Thank you.', 'and manner.', 'in all fields.', 'and in detail.', '. A++.', '. Thanks.', 'in an easy to understand manner.', '.', '. Thank you!', '. Best regards.', '. Thanks.', '. Excellent job.', '.', 'in the beginning.', '. Thank you.""', 'sockets the answer.', 'on screen!', 'which no one has understood before.', '. Great work here.', '. Well written.', 'and style.', '.', '. Very much appreciated.', '. All these are provided.']"
hold sacred,enshrine,0,"['with us.', 'e hold sacred.', 'from.', '.', '.', 'hold holy.', 'v8', '', ', they hold so held.', 'hold.', '.', '.', 'the ways!', 'our place at for s', 'holds the hold.', 'to hold sacred!!', ',', 'holds sacred.', 'hold sacred. our sacred', '.', 'in.', '.', '.', 'we to Sacred', '.', ', hold on sacred.', 'to go.', '. In.', 'home', 'and.', 'held. in the sacred.', '..', 'in shift of', '.', 'place.', 'we hold;', 'in.', 'in.', 'in sacred.', 'hold.', 'now,.', 'holding all t-', 'hold. sacred', 'hold.', 'we hold precious.', '.', 'holding sacred.', 'sacred -', '', '.', '', 'hold in our home.', 'home where we hold on.', 'hold sacred.', '.', '. held.', '.', '.', 'in.', 'holy.', 'holding to sacred..', 'the ', 'we', '.', 'holds sacred', ', we hold sacred', 'and holding sacred.', 's holds sacred', 'hold.', '.', 's holds secret home.', 'wit sacred', 'sacred.', 'it sacred.', 'place.', 'hold.', '.', 'now our a', 'to rung. we hold holy.', 'sacred time sacred.', '.', 'to go and now holds sacred', 'we.', 'change.', 'holds sacred.', 'held sacred. –', '.', 'h', '.', 'home held', 'held.', '.', 'midst to sacred!', 'the path.', 'home this sacred.', 'ties.', '.', '.', '.', 'to sacred']"
a number assigned to the ratio of two quantities ; two quantities are of the same order of magnitude if one is less than 10 times as large as the other ; the number of magnitudes that the quantities differ is specified to within a power of 10,magnitude,0,"['; in chemistry ; a number whose magnitude is specified to within a', '; to give the order of magnitude of two quantities ; also, the power of 10', '; a fraction of another quantity ; of same or smaller than 10 ; of', '; - a measure of the number of magnitudes of various quantities that are different', '; a number assigned to the ratio of two quantities and the magnitude of differences between them', ', one number ; a number assigned to the ratio of two quantities ;', '; a quantity of the same magnitude is the difference between two quantities ; a', '; of the same order of magnitude one is the same quantity less than 10 times larger than', '; an orb for some quantity; a ratio ; the magnitude of an item', '; orders of magnitude a number assigned by the ratio of two quantities ; orders of', ') ; a quantity is of the same order of magnitude if two quantities', '; the order of magnitude is specified to the power of 10 ;; a', '; a number assigned to the ratio between two quantities and the size of one quantity', '; two quantities of the same size are of the same order of magnitude if one is', '; as a power 10. magnitude is a measure oföß ;', '; of the same order of magnitude ; an angular ratio assigned to the magnitude', '; a proportionality of magnitudes. Any of : magnitudes of two', '; the order in which two quantities differ by less than 10 times ; of the same', '; a ratio described by the expression equals 10 ; the proportion is a', '; proportions between quantities is a number assigned to the ratio assigned between quantities ;', '; one quantity is of equal magnitude in proportion to other quantities by at least 10 times as', '; this ratio is defined by the power of ten in the ratio ; order of', '; a unit assigned to quantity to determine its ratio ; ordinal magnitude is the', '; the order of magnitude is a number assigned according to a ratio ; one', '; is of the same order of magnitude if no ; :;', '; magnitude ; to be defined as the number assigned to two quantities ; a', '; two quantities are of the same order of magnitude if one is less than 5 times', '; there is also the power of magnitude. in mathematics, a number specified', '; "" order of magnitude"" ; ; of the same order of magnitude are', '; to within a power of 10 ; e.g. three quantities are', '; a magnitude is a quantity that possesses a magnitude of 10 times ', ';.; a number assigned to the ratio of two quantities ;', '; orders of magnitude are not assigned unless each quantity differs by a certain power', ': a power of 10 is expressed as the ratio of two quantities ; one quantity', '; the ratio between two magnitudes is specified to within a power of 5 ;', '; a number assigned by the ratio of other quantities ; or something of that', '; order of magnitude one is of the same magnitude as two quantities ; order of magnitude', '; an order of magnitude is the ratio of two quantities of the same size divided by ', '; to a magnitude greater than one ; of the same order of magnitude if', '; the difference between quantities does not take place more than a power of 10 ;', '; a relative order of magnitude is specified as 10  10= 1 ;', '; magnitudes are not absolute ; the absolute magnitudes are assigned. magnitude is of', '; ; order of magnitude : one of those things as large as the other', '; 1 magnitude is a number assigned to the ratio of two quantities ; 1 order', '; the ratio of two quantities is often specified to 1000 ::; ', '; order of magnitude is that number ; magnitude is the ratio of two quantities that differ', '; or ( a) a Physics number or ratio ; see The order', '; magnitude a magnitude that determines the ratio with which two quantities differ ; such', '; order of magnitude ; order of magnitude;a power of 10 indicates', '; magnitude is a number according to a number assigned to the ratio between two quantities', '; quantity of the same order from magnitude is called one of the equivalent magnitudes.', '; a ratio from one quantity to another has the same order ; these quantities differ', '; magnitude is one of a number assigned to the ratio of two quantities ; one', '; times., by reason of the difference (  10 ', '; there are 10 such ties. Order of magnitude is the name given to ', '; a ratio designated to quantify similarities ; 10 :; 10 (power', '; of the same order of magnitude, or by a power of 10, when both', '; and in mathematics, these quantities are of the same order of magnitude:.', '; in mathematics, a magnitude is defined as the unit of change in the ratio', ': of the same order of magnitude if one is less than 10 times smaller than the', '; order of magnitude of 2nd scale ; order of magnitude of magnitude ; order', '; a ratio is referred to as a ratio of magnitudes ; an', '; an order of magnitude as a ratio ; a certain or similar magnitude which', '; an order of magnitude is, for example, 10 times the ratio of two quantities ', '; order of magnitude is a number assigned to the ratio of two quantities ; magnitude', '; ; the number of magnitudes of two quantities differs to within one power', '; a power ; a power; a mathematical number assigned the', '; ;; two quantities are of the same order of magnitude if one', '; they are not of the same magnitude if there is more than 10 times in the', '; a ratio, sometimes called a power of 10, of a particular magnitude ', '. magnitude - a quantity of the same order of magnitude ; magnitude; magnitude', '; a ; a magnitude is not limited to four ; a', '; ; the same order of magnitude denotes the ratio between two quantities ', '; order of magnitude ; order of magnitude not figurative but numerical; of the', '; to be of the same order or magnitude ; to be of the same amount ', '; ; the amount of magnitude between two quantities is identified by the relative terms.', '; namely, two quantities of the same order of magnitude differ by more that ;', '; magnitude -; the magnitude assigned is specified to within a power of ', '; to know the order of magnitude is to understand the formula ; order of magnitude ', '; order of magnitude : ; 10 is a power ; order of', '; an ordinal magnitude is that which is equal to or greater than 10 times the ratio', '; magnitude is a numerical measure ; magnitude is specified to an extent not exceeded by', '; either quantities are more or less 10%. of the same order ; ', '; magnitude is simply the ratio of two quantities ; a magnitude is; 10.', '; there are only 4 magnitudes of an order of magnitude ; to the smallest', '; an order of magnitude is a number assigned to the ratio of two quantities. magnitude', '; an order assigned to quantities ; ;; a number assigned to', '; a value assigned to the ratio of two quantities ; order of magnitude ;', '; power is a numerical value assigned to each quantity of the same order ; to', '; magnitude is a number assigned to the ratio of quantities ; magnitude is a', '; for example, that a quantity is 10. The same order of magnitude is the ratio', '; ; two quantities are of the same order of magnitude if one is less', ';;; a power : a number used to specify the ratio', '; magnitudes of quantities differ to within a power of 10 ; ; an', '; see proportion. The second one is the percentage.-; a', '; order of magnitude is the number of order of magnitudes that are distinguished by two quantities', '; one quantity is of the same order of magnitude if its proportion is 10 times the', '; of a magnitude that differs by less than 10, 10 times ; of ', '; an order of magnitude is based on the ratio of other quantities to the ratio of', '; a measurement is of the same order of magnitude if it is about 10,10']"
territory ruled by a prince,principality,0,"['as king.', 'of the south.', 'of the kingdom.', 'or princes.', 'and his subjects.', '.', 'or princess.', '.', '.', '.', 'to his kingdom.', 'of the area.', 'or princes.', '(usually the Kingdom).', '(or princes).', '.', '..', 'ruler of territory.', '?', '.', '. The prince.', 'or princes.', '.', '.', 'or prince.', '. 4. Territorium ruled.', 'or princes.', '.', '.', '.', '. No King!', '.', '.', 'or princes.', '. The prince.', '. The kingdom.', 'or princes.', 'ly prince.', '.', 'or princes.', '.', '.', '.', ').', 'or prince.', '(see Chapter 5).', 'of the same name.', '.', '. Princes may also pretend.', 'was formed.', 'or queen.', '.', '. The prince was', 'or princes.', '(also).', ', or kingdom.', 'or queen.', 'for a year.', 'in Arabia.', '.', 'or princes.', '. How princes are elected?', 'of a kingdom.', 'of territory.................', 'or princess.', '.', 'lands.', '.', '. This page was created in 2009.', '.', '.', '. What territory?', '(prince).', 'or princess.', '.', 'or princes.', '.', 'resides in.', '.', 'or duke.', 'or land prince.', '.', '.', 'or princes.', '. Land area.', 'or princes.', '. a province.', '.', '.', '.', 'or king.', '.', 'or princes.', 'or princess.', ', and others.', 'or prince.', '.', '; his kingdom.', '. prince', '.']"
as regards theology,theologically,0,"['.', '.', '.', '.', '?', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '', ').', '.', '.', 'and knowledge.', '.', '.', '.', '.', '.', 'in general.', '.', '...', 'today.', '.', '!', '.', '.', '.', '.', '.', '.', '.', '.', '.', '..', '.', '.', '.', '.', '!', '.', '.', '.', '?', '.', '.', '.', '.', ').', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 'etc.', '.', '.', '.', '!', '.', '.', '.', '.', '.', '.', '.', '.', '.', '?', '!', '.', '.', ').', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '!', '.', '.', '.', '.']"
of or relating to or resembling an axon,axonal,0,"['or neuronal nucleus.', 'or a axon wire.', ', axon or axon.', 'osome. 1. Axon.', '. Fig. 7.1.', ', etc.', 'nerve fiber.', '. apylon.', 'or an axon pathway.', 'or axonic axon.', ', or other nerve cell fiber.', 'or axy.', 'in myogenesis.', 'like fibre at an axon junction.', ', nerve or nerve tract.', '/axons.', 'or its terminal extension.', 'or adrenocortical nerve.', '; or an axon.', 'or axon-like structure.', 'or any such connection.', 'or axons.', '. A axon.', ', as described earlier.', 'axon pathway.', 'or a chimeric projection.', 'or the axons.', 'or axons.', ', nerve or fiber.', 'or axon precursor.', 'within a cell.', 'or axons.', 'or a nerve fiber.', 'or axon terminal.', '. *Axon.a.a?', 'or axon ganglion.', 'or axon to me.', ', is called an axon.', 'of nerves.', 'or axion cord.', 'or an axona.', '. See also axonal branch.', 'in the neuronal network.', 'of an axon of the axon.', 'or its branches.', ', axons or nerve cells.', '(c). Axons (:s.', 'or neural axon.', 'or spindle.', 'for movement direction.', 'or actin.', 'or neuron, or both.', 'or a sarcomere.', 'or axon fiber.', 'or the related structure.', '. axon; axon.', 'in cells or molecules.', 'or axon bundle.', '; an axon.', '/axon/axons.', 'or its terminal terminal regions.', ', an axon hair.', ', a peril nerve or cord.', '? What is an axon?', ', especially an axon of substance.', '/axon cluster.', 'or fiber nerve nerve fiber.', 'or connective tissue.', 'or its root or projection.', 'or myast or axon cell.', 'by its axons.', 'or axons.', 'during nerve cell development.', '. See Axon.', 'or axons.', '(a cellular axon).', '. b. axon.', 'but not an axon.', '. Axonoid branched nerve fiber.', 'axon.', ', which shaped the brain.', ', axons and an axon.', 'nerve axon nerve branch.', 'ade or an axon.', 'axon.', 'in neural growth and differentiation.', 'or axon group.', ', axon fibre, etc.', 'or a pyramidal cell.TEDA.', 'or a septum or an axon. of or or', 'or axon-like molecule?', 'or axon precursor""', 'of the neurons.', 'or axon nerve.', 'rather than an axon.', 'or axon axona.', 'in motor or sensory neurons.', ', noun, or adjective.', 'or an axon nerve.""', 'or a fiber.']"
densely branched Eurasian plant ; foliage turns purple - red in autumn,belvedere,0,"['; mature leaf, but smothered by white flowers in spring ', 'symmetric - ; - - orange - yellow in', '; a to showy yellow - orange in winter ; ', '-, and flowers turn yellow in spring. Vines grow. s', 'plant, densely branched, but densely branch tratament ; dense, spreading', 'ARENA ;. Vigorous and densely; flowers yellow -', ', and winter. dense, tall - leggy and ;', ', ; dark-woody,; dark-green and turning to purple', 'evergreen ; dark grey - golden color flowers; ; leaves turn', '- - on older and sparsely branched Eurasian', 'densely branched Eurasian plant ; deep green to yellow woodtori ', 'evergreen to 2m high,;, pink in winter; can reach 1', '- ; can flower from mid April to November ; a ', 'small - ; densely branched ; solitary -', 'elongated -; low, ; ; dense ', '; narrow, ; narrow ; plant has evergreen, ', ',. ; branches & stems dense - long ;', '; fairly large green - blue autumns ;..', 'dense, tall -. ; ( with purple - red ', '; ; leaves. Short, medium-sized to wide plant ;', '. Compact, vigorous,... large, narrowly branching,', ""large - gray in spring, bright red - purple in summer, '"", ';. : dense, to gray ; small -', 'small Focus -, and flowers in spring. A. A thick growing,', '- ; is a medium - large ; is a', ', - yellow to pink in winter ; dense branches; dark green, low', ', and very bright green in winter ; ; flowers bloom late in winter', '- ; wide, ; hardy,. A', '; a short-lived ; shrubby ; ;', 'tree ; broad spreading;, then fades pale purple - red in', '; very hard ;. Vigorous. Medium - tall ', '- ; large ;. A ; annual', 'annual or large ; ; ; ; -', '; leaves turn purple - red in autumn; ; extremely slow growing plant', ': a large,, the ;; a tall', 'herbaceous evergreen small tree with narrow, ; ;.', '; a thickly; a very common woodland plant with greenish ', 'shrubby plant ; under light frost... - dense', ';. - gold - silver in spring - red in summer', '. High - growing.. ; bright green in spring ', ', woody - bushy, ; ; ;', 'densely branched ; woody - ; ; dense', ', with. ; dense branched Eurasian plants; leaves turn purple', '. Smallly ; ; flowers purple - yellow in spring -', ', 3 to 5 meters tall but narrow, a vigorous and winter. Sparrow', 'eurasian plant ; - red in winter ; abundantly ', 'or ; flowers bright green - yellow - yellow in summer ;', '; ectophytic, often deciduous; ;', '; large - and evergreen tree ;. A. Broad spreading', ':-early winter. This leaves are densely branched thickly ', ', hardy and evergreen in tropics;;;;', 'evergreen densely branched ; ; leaves turn purple-red', 'large, ; on branches ; plants are bushy and evergreen ', '- ; ; glaucous. -', '. It is a slow growing, low-growing and communicatively.', '- and ; growing to 2 m in height, ;', '- evergreen or; a. Medium shaped, with', '. A dense, scented - aromatic bushy and. Large ', 'in moist well drained soil.; foliage white or blue in summer;', 'densely branched Eurasian plant. A ;. It is', '-, resembling purple - red forest, and the', '-, turns purple in winter ; on branches. Plant -', ',.; twigs long and narrow;; branches turn', ',; leaves mature in late summer, become purple-red in early autumn ;', '; spreading ; - yellow in winter. Tall, wide-le', ', ; leaves turn purple - red in autumn ;. The ', 'large. ; densely and ; branched in masses.', '; ; ; dark green in spring ; erect plant', '; densely. A. Long-lived plant ;.', 'woody ; dense, branched ; or winter ;', 'w dense thickets of. A distinctly narrowly ;', ',.. ; small - round fruiting berries turn purple', ', ; ; plant grows to 1m high. Tight ', '; ;. Tall Eurasian plant ;; narrow,', 'with, and becomes brown and leathery - leathery on ash and ', 'or densely branched Eurasian plant ; densely rooted, dense', ', spreading to 5 m high;; tall oblong - thin', '; tangled ; ; tall, ; dark-green', 'thicket,. A broad shrub -. Compact - hard', '; medium - large,. It is very and falls ; plant', 'long, narrowly-stemmed - leafy - ; dark', '- small - with berries turning violet - red in autumn;', 'herb ; very broad - ; highly ornamental ; attractive thickly', 'broad, ; densely branched eurasian plant with -', '- with young flowers - fruit turns yellow in spring. Large, shrub', '; woody : hardy and; large ;. small', ""- ; slender. 'Eurasian plant"", '; and in winter ; from lustrous grey - violet color', '-. It is a tall.. Long-lived ', '; hardy, well hardy, ;. A large,', '-. Thick on a deciduous plant; -', ', vigorous, / winter ;. Woody,; ', 'in. It is a ; in eastern parts of the Eurasi', ', / winter ; dense -: low,. Small,', '; large, ; flowering occurs from bud ; leaves purple ', ', ; ; stems become a. Tall, deci', 'shrub or. The foliage is evergreen but loses colour in winter. A', '- ; - yellow-green in winter;. Large,', '( the ); is a - fall ; small ;', '-s, then turns brown - yellow in spring. Large -']"
a formal resignation and renunciation of powers,abdication,0,"[', without an executive leave..', 'that were imposed.', 'will be given. The prime minister followed with.', 'as Mayor of Melbourne. A.', 'were announced.', 'as Vice-Chancellor), but also.""', 'were accepted as such..', '. The governor said.', 'as Secretary.', 'and powers.” She also requested.', 'at all levels..', 'and titles from the office..', 'by the President.', 'with the police.', 'lapse) to it..', 'from government. He announced.', 'and privileges.', 'was required.', 'is necessary. And has called for.', 'with effect immediately.', ', so that he may.""', 'to the Commission.', 'of the Commissioner.', 'to Parliament, and to declare his.', 'granting it.', 'is on hand.', 'to the State.', ', as required by law..', 'and duties.', 'to the government. d..', '. The decision requires.', 'to the Council. This included.', 'as Chair.', 'immediately and immediate extinction..', 'and full authority.', 'declaration.', 'of the Council, and an instant.', 'in the city.', 'by this council.', 'by the Ministry,.', 'of administration.', 'as Governor of Malawi.', 'to replace him; and without condition.', 'order which required.', '. The president has said the following:.', '. The CM is seeking.', 'as Commissioner is owed..', '’ is required.', 'of these ministers..', 'avid and duties thereof.', 'and duties and declared his intention with.', 'to the Government.', 'of office.""', 'immediately and in writing.', 'of office.', 'immediately, and will sign..', 'order in writing.', 'and duties.', 'and duties.', 'of officers.', 'as follows: in principle.', 'in writing, as follows. 4..', 'of the Executive Branch..', ', along with orders for.""', 'letter have been issued to him,”.', 'form and duties.', 'of the authority.', 'within three working days..', 'without prejudice.', 'within seven days..', 'in respect of it.', 'and responsibilities. •.', 'of the State.', '.', 'to his predecessor.', 'and the power of attorney for public.', 'within 6 working days..', ', effective immediately.', 'upon himself. 4..', 'for her responsibilities,.', 'against himself.', 'in writing.', 'on the Council.', 'from the court.', 'to the President. His letter.', 'thereby rendered.', 'of all the judges..', 'to that effect.', 'was issued by him with.', '. He requested: """".', 'as Commissioners.', 'issued today.""', 'were received.', 'as Governor...', 'to the government.', 'over the council.', 'on 28 October 2013”.', 'and obligations.', 'to the president.', 'to the Assembly. to complete.']"
lacking hair on the face,beardless,0,"['. Lack of facial hair.', '.', '.', '.', '.', 'and hair).', 'with no hair.', '.', '.', '. Prussian model.', ', it is reported.', '.', '.', '), missing hair.', '. The face.', '.', '. The child is female.', '.', '.', '.', '.', '.', '.', '. His eyes were thin.', 'and ears.', '. The character, however.', '.', '.', '.', '.', '.', 'and body.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 'with only one eyebrow.', 'and chest.', '.', 'and lips.', '. His face was also lacking hair.', '....', '.', '. P. P.', '.', '.', 'and neck.', ', body and legs.', '.', '.', '.', 'and eyes.', '.', '.', '. Very beautiful!! Nice!', '.', '.', '.', '.', '. Prussiar beauty.', ', though.', '.', '.', '.', '. The face lacks hair.', 'and body.', 'of the boy.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '?', '.', '.', '. Facial hair.', '.', '.', '.', '.', '.', '.', 'Gustavus von Styria Lacks Haar, is', ').', 'to the hairline.', '.', '.']"
later than usual or than expected,tardily,0,"['. More. But this is normally not the case. More than expected.', '. More, but that’s okay. On time rather than?..', '. But as usual more than expected.', '. Please try again later than usual.', '. We apologize!', '. The unexpected. The expected less than usual.', ')...... than usual.. than usual..', '. Later than usual than expected. Later than usual than expected', 'or later than expected but better than expected.', 'for me. Sorry. We can wait!', '. And more than expected. Usually, anyway.', '? More like this than expected!', ', but always by about one hour later than expected.', ') than expected.', '. On or close to the expected date.', ') or a few days late than expected.', 'than usual than usual than expected but than usually for some reason.', '. Not expected. So don’t be late!', 'and as usual. Please check your email as usual.', '(or later than usual)) than expected', '. But a bit later than expected than usual than expected.', '. During normal business hours or earlier than usually than expected.', 'today), but we’re not sure what.', 'but that happens more or less regularly than expected.', 'and than expected with the unexpected.', '. Normal work continues again (and usually by 4 PM as usual). Normal : 30', 'time. It may happen sooner than expected.', '. That might surprise you.', 'or than usual? than expected? later than usual or than expected? later than expected?', '. If you know, please try again. Sorry.', '! Later than usual! Later than expected! Later than expected! later than anticipated', '. Normal is Friday. You are expected to be here by noon.', 'after work has began!', '!!? a couple hours later than usual?', 'or unusually than expected.', 'and that usual when expected and than expected.', 'but later than expected. than usual and than expected.  0:33 pm', '? The question is not what at all.', '. Sometimes things happen better than expected.', ', than expected or delayed than usual but less than usual than expected. than expected', 'later). In the meantime, see everyone who slept in and were at school late', '.) We should hear you any moment now. Hope so!', "". Last night's movies are just fine."", 'and of course there will be any late or unexpected charges (if any).', '– the last person to be announced is usually later than expected.', 'and then than should be expected.', '. As usual and expected.', '/extraordinary circumstances). Sorry for this delay!', '??Sat. afternoon, on time. than expected?', '. Then it just happens,. Just or than expected. Than usual or', '. On-time shipping is an exception to the rule. Please check delivery time in advance', ') when they were intended.', '.! It comes a second later than usual.', '. If this doesn’t happen it can seem more unexpected than expected.', ', but than normal!', '! but less than usual later than usual! later than usual! later than normal', '. than expected.', 'but not more than usual)..... More than usual ', ', than expected, than usual too on time, or than expected at all.', 'by this time of year. or than expected)', 'or at all).', 'than expected? - Please check back later then usual', '). Thanks again —!', '? Later than expected? Later than expected?', '? a       ', '. Then please come back to the usual time.', 'during the summer? or than expected? than expected?', ', in case of something unexpected having to happen again.', '. Were we able to find the answer? If so, when?', '? If not, i guess so.', ', but then than expected, more than usual, but than expected', ', than it should have been.', '? When do you expect this to happen?', 'time today. This week will be interesting...', 'but than usual than expected.', ') than expected.', 'and than usual and than usual? usual or than expected? expected? than expected?', '). But that is expected.', '? More than expected than expected? Late than expected? More than usual?', ', but when might we be?', '. In other words, unexpectedly. Later than normal.', '(or still at the same time), than usual (or expected), than usual (or', '. But we can’t complain.', '. More than usual than expected. More than normal than expected. Later than expected.', '). It was later than expected!', '. Than expected.', 'and by far later than expected.', 'time. Afternoons are late than usual than expected times!', '? We’re out now!', '- and by what date usually and what expected. Sorry!', '. More than usual less than expected.', 'but still a little better than expected!', '..', 'were made. Later than expected must be expected. Later than expected', '. later than expected, and later or than usual, than usual; late than expected.', '! Posted 6 weeks later than expected!', 'but than expected in the evening.', '"" than expected"" than expected. later than usual than expected', '), and unexpected problems are more expensive.', ') then expected.']"
