Description,Solution,Prediction rank,Predictions
with strength and soundness,solidly,18,"['sobbing', 'soundly', 'powerfully', 'soundily', 'honed', 'powerfully', 'insanity', 'ups', 'soundly', 'slickly', 'roaringly', 'vig', 'soundly', 'heartily', 'strongly', 'loudly', 'sharply', 'solidly', 'thinningly', 'firmly', 'soundingly', 'loudest', 'firmly', 'sourly', 'powerfully', 'powerfully', 'loudly', 'loud', 'loudly', 'tidbitly', 'solid', 'solidly', 'soundly', 'tidly', 'rustled', 'thoroughly', 'allure', 'slug', 'strongly', 'powerfully', 'stong', 'strong', 'loudly', 'soar', 'soundly', 'brilliantly', 'soundly', 'hebfast', 'tenor', 'asard', 'enliveningly', 'humourously', 'solidly', 'soundly', 'intensify', 'said', 'solidly', 'proudly', 'solidly', 'tom', 'sonically', 'heartily', 'engrossed', 'solidly', 'thinning', 'solidly', 'tidally', 'solidly', 'loudly', 'solidly', 'sagely', 'vocally', 'soundly', 'strength', 'solidly', 'solidly', 'robustly', 'soundly', 'tat', 'astonishedly', 'solidly', 'tremble', 'soundly', 'ard', 'sternly', 'soundly', 'fast', 'forcefully', 'loudly', 'loudly', 'soundly', 'solidly', 'solidly', 'powerfully', 'sturdyly', 'loud', 'saidly', 'strong', 'tin', 'loud']"
being very thin,scrawny,0,"['thinned', 'slant', 'slim', 'thinned', 'thinned', 'thin', 'thinned', 'thinned', 'tenor', 'slick', 'thinned', 'fines', 'thin', 'afford', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'opacity', 'thinned', 'thin', 'thinse', 'til', 'starved', 'thinned', 'hygia', 'thinned', 'thin', 'skinning', 'thin', 'thin', 'thinfaced', 'thinned', 'thin', 'thinned', 'thinned', 'thinness', 'blethish', 'thin', 'thin', 'superficial', 'thinning', 'thinned', 'squint', 'chiffon', 'thin', 'bead', 'thinned', 'tepid', 'a thin', 'thinned', 'thinned', 'tiny', 'thinnish', 'thin', 'thinnest', 'thinned', 'thick', 'thinned', 'thin', 'thinned', 'thick', 'slick', 'thinned', 'thinned', 'thin', 'thinned', 'short', 'thinned', 'thin', 'snore', 'elastic', 'thin', 'thins', 'thinned', 'thinned', 'thinned', 'thin', 'thinned', 'thin', 'thins', 'thinned', 'scoffing', 'superficial', 'slacks', 'tipped', 'thinned', 'thinned', 'thinned', 'thinned', 'thinned', 'thin', 'thin', 'thinned', 'thin', 'faint', 'thick', 'drab', 'thinned']"
a neurochemical occurring naturally in the brain and having analgesic properties,endorphin,0,"['neurophytic', 'analgeic', 'analgeic', 'analgeic', 'caudic', 'analgesic', 'neurocognitive', 'analgesic', 'analgiopanoid', 'analgesic', 'neurogyrosine', 'neuroanalglytic', 'analgiasitic', 'neurotoxic', 'neurococcic', 'analgesic', 'analgéasin', 'neuroasphalatin', 'neuroelectral', 'analgesic', 'analgetic', 'analgesic', 'nicolepine', 'neurodegenerative', 'analgic', 'analgariatic', 'choleraglycin', 'cytokin', 'analgetric', 'neuropsychotic', 'glyphocyclin', 'neuroac', 'analgesic', 'analgesic', 'analgitic', 'analgesic', 'analgesic', 'analgesic', 'neurotoxin', 'analgiase', 'analgesic', 'analgesic', 'analgesic', 'anaphylococcic', 'aphlytonnic', 'analphrine', 'ectopic', 'enalgyndemic', 'analgesic', 'monohealoid', 'assensititis', 'analgine', 'neuroassopsum', 'analgesic', 'analgia', 'analgesic', 'neuronal', 'analgesic', 'analgesic', 'neuron', 'analgesic', 'neoplasm', 'analgesic', 'neuroanalgia', 'neuroid', 'anaalphobic', 'analglycemia', 'analgyidic', 'analgesic', 'aniase', 'analgesic', 'myomyeloid', 'aphylaxis', 'analgesic', 'abathea', 'analgeic', 'analgesic', 'neuroanalgegenic', 'analgesic', 'analgemia', 'analgesic', 'neuroematrid', 'analgesic', 'neurosurgeon', 'atrophosalgistic', 'ephritic', 'anaalgiasis', 'analgesic', 'psychosalgitric', 'analgesic', 'analgétic', 'opystic', 'analgesic', 'hypospneal', 'amalgyitic', 'neuroanalgesic', 'neurocortic', 'neurotoxin', 'analgesic', 'analgesic']"
a hand tool for driving screws ; has a tip that fits into the head of a screw,screwdriver,2,"['screwtip', 'screwdriver', 'pickle', 'screwtip', 'jack', 'car', 'screwing', 'chip', 'screwdriver', 'pin', 'piloted', 'jacks', 'screwhead', 'drivepunk', 'gripe', 'hat', 'screwtip', 'screwhead', 'screwtip', 'screwtip', 'pinhole', 'trot', 'clipped', 'tip', 'linchpin', 'whipping', 'stick', 'screwpin', 'jacks', 'screwing', 'hob', 'screw', 'jacks', 'jacks', 'gouache', 'doping', 'screwdriver', 'sleeve', 'hooks', 'ditch', 'nuttip', 'screwcap', 'screwdriver', 'jacks', 'driver', 'screw', 'spoon', 'sup', 'screwhead', 'x', 'screwdriver', 'tipped', 'hoop', 'whip', 'screwbuck', 'tack', 'gear', 'pounded', 'xl', 'screwtip', 'knuckletip', 'cleaved', 'bob', 'pull', 'hander', 'tuck', 'jacks', 'gripe', 'stolter', 'gunping', 'screwdriver', 'screwtip', 'screwtip', 'pinnacle', 'carjacker', 'jacks', 'screwdriver', 'knickkin', 'screws', 'handgun', 'spick', 'screwtip', 'thumb', 'crooked', 'kobe', 'tipped', 'scuff', 'car', 'screwdriver', 'jacks', 'screwdriver', 'jacks', 'stick', 'screwdriver', 'pin', 'screwhorn', 'screwtip', 'jacks', 'screwdriver', 'tipped']"
creating a sequence of instructions to enable the computer to do something,programming,12,"['script', 'sequence', 'preempt', 'reset', 'sequence', 'set', 'triggered', 'type', 'pretext', 'batch', 'generating', 'programming', 'programmable', 'scripting', 'modifying', 'emc', 'setting', 'typing', 'activating', 'reboot', 'script', 'incl', 'setting', 'sync', 'script', 'setting', 'generating', 'coding', 'scripted', 'sequence', 'generating', 'script', 'sequence', 'scripting', 'activate', 'inserted', 'scripted', 'sequence', 'key', 'serialization', 'prescript', 'bootlegging', 'dinning', 'scripting', 'runout', 'generating', 'initiating', 'keying', 'instructor', 'mg', 'scripted', 'ineditor', 'programming', 'generating', 'sequenced', 'typing', 'sequence', 'triggering', 'programming', 'scriptary', 'instructions', 'execute', 'setback', 'triggering', 'code', 'prompting', 'coding', 'generating', 'adn', 'prompting', 'sequence', 'scripting', 'sequencer', 'run', 'prompt', 'start', 'programming', 'run', 'triggered', 'trigger', 'triggering', 'script', 'scripted', 'triggered', 'sync', 'run', 'ape', 'sequenced', 'sequence', 'sequence', 'sequencer', 'sync', 'scripting', 'scripting', 'casted', 'scripting', 'modifying', 'rout', 'tosia', 'sequencing']"
thick - walled muscular pouch below the crop in many birds and reptiles for grinding food,gizzard,0,"['sack', 'clamber', 'bag', 'baghole', 'kiln', 'squat', 'pouch', 'leeching', 'canter', 'pox', 'nutnut', 'slug', 'hobble', 'octock', 'haxa', 'pouch', 'slicked', 'rake', 'oh', 'tuck', 'sax', 'mush', 'emmy', 'maze', 'pouch', 'spangled', 'jack', 'columbena', 'caddy', 'jugs', 'pow', 'crotchet', 'rake', 'bush', 'tin', 'crock', 'shank', 'jacks', 'slat', 'hoa', 'mucha', 'bag', 'scrubbing', 'crib', 'pouch', 'loke', 'tum', 'emi', 'pyra', 'sacbuck', 'gimp', 'jack', 'cando', 'crock', 'scrawl', 'lob', 'nar', 'slat', 'pouch', 'buck', 'cuke', 'maht', 'canes', 'pouch', 'broom', 'mop', 'cannister', 'slug', 'slinging', 'acro', 'crouch', 'colcro', 'scoured', 'cam', 'ham', 'pip', 'lug', 'stocked', 'puke', 'cabrio', 'clout', 'fender', 'linch', 'pouch', 'tummy', 'lamb', 'slap', 'clam', 'pug', 'slinging', 'epa', 'cropper', 'paddy', 'snout', 'fagot', 'mow', 'kep', 'tuck', 'shaven', 'scout']"
a person active in party politics,pol,0,"['political', 'party', 'party', 'politician', 'partyman', 'politician', 'politician', 'political', 'politician', 'politician', 'political', 'politics', 'political', 'political', 'party', 'political', 'politic', 'politician', 'political', 'liberal', 'political', 'politician', 'politicsman', 'political', 'partyman', 'partyman', 'politician', 'partying', 'political', 'political', 'politician', 'political', 'political', 'partyhead', 'politician', 'politics', 'politician', 'polo', 'partyman', 'partyman', 'politician', 'party', 'political', 'ated', 'partyman', 'politician', 'politician', 'politician', 'party', 'politician', 'partymaker', 'political', 'political', 'partyman', 'political', 'politician', 'political', 'political', 'party', 'political', 'partyman', 'politician', 'political', 'politician', 'party', 'conservative', 'political', 'politics', 'partyist', 'party', 'partyman', 'political', 'political', 'politician', 'political', 'political', 'politician', 'politicians', 'politician', 'policy', 'political', 'political', 'political', 'politist', 'party', 'politics', 'political', 'political', 'partyman', 'politician', 'politician', 'politic', 'political', 'polemist', 'party', 'politician', 'politician', 'politic', 'political', 'politics']"
a bodily process occurring due to the effect of some antecedent stimulus or agent,reaction,30,"['cognition', 'proactivation', 'activity', 'activity', 'encephasia', 'activity', 'process', 'process', 'syntecology', 'causation', 'function', 'activity', 'activity', 'activation', 'induced', 'action', 'activation', 'activation', 'activation', 'onset', 'activity', 'synergy', 'function', 'impersonation', 'prophylactic', 'mediated', 'event', 'preclination', 'function', 'reaction', 'activity', 'immobilization', 'activity', 'edema', 'causative', 'process', 'activity', 'activity', 'inactivation', 'prophylactic', 'behavior', 'activity', 'activation', 'etatology', 'impulsion', 'process', 'neuronation', 'infusion', 'function', 'process', 'activity', 'stimulation', 'incision', 'toxicity', 'activity', 'activity', 'amorphosis', 'function', 'process', 'seduction', 'impulsion', 'action', 'inflammation', 'induced', 'procedure', 'stimulation', 'action', 'reaction', 'function', 'metabolism', 'action', 'event', 'response', 'process', 'congerosinity', 'causation', 'procedure', 'activation', 'elaboration', 'inflammation', 'reaction', 'connotation', 'metabolism', 'induction', 'action', 'process', 'activity', 'electrophysiology', 'proliferation', 'function', 'metabolism', 'activity', 'intoxication', 'empathetic', 'reaction', 'activity', 'behavior', 'egress', 'process', 'transformation']"
a contract granting the right to operate a subsidiary business,concession,13,"['operation', 'licence', 'sublicensed', 'license', 'license', 'subsidiary', 'licence', 'license', 'ownership', 'transfer', 'license', 'trading', 'concession', 'subcontract', 'license', 'franchised', 'transfer', 'contract', 'subvention', 'subcontract', 'subsidiary', 'tenunciation', 'registration', 'subcontract', 'granting', 'subsidy', 'entitle', 'effected', 'license', 'emc', 'patent', 'agrement', 'emancipation', 'subcontract', 'licensing', 'lease', 'subsidiary', 'affiliate', 'subcontract', 'contract', 'license', 'varsta', 'operator', 'ownership', 'registration', 'license', 'license', 'subsidiary', 'subsidiary', 'registration', 'concession', 'licence', 'subsidiary', 'subsidiary', 'charter', 'familly', 'commissioning', 'charter', 'octroi', 'lease', 'business', 'license', 'monopoly', 'conjunctura', 'license', 'subsidiary', 'monopoly', 'trading', 'subsidiary', 'license', 'subconjunct', 'holding', 'license', 'stakeholder', 'charter', 'connive', 'subsidiary', 'registration', 'subsidiary', 'subsidiary', 'holding', 'entitle', 'subcoaching', 'lease', 'franchise', 'license', 'transaction', 'sublicense', 'subsidiary', 'remapping', 'sublicense', 'subsidiary', 'licensee', 'franchised', 'subsidiary', 'charter', 'under naval', 'e', 'leased', 'underwrite']"
having no legally established claim,unlawful,0,"['claimant', 'unclaimed', 'skeptic', 'fraudulent', 'unsclaiming', 'unclaimed', 'unclaimed', 'unclaimed', 'unclaimed', 'legal', 'unclaimed', 'unclaimed', 'unclaiming', 'unclaimed', 'unjust', 'claimant', 'narcissistic', 'disclaimer', 'assertively', 'wrongful', 'for', 'unclaimed', 'unsolicited', 'unclaimed', 'unsexclamated', 'fraudulent', 'disclaimer', 'claimant', 'unsimate', 'unclaimed', 'blank', 'fraudulent', 'empty', 'infirm', 'false', 'misclaimed', 'unsputiable', 'unreclaiming', 'private', 'unclaimed', 'unclaiming', 'incalculable', 'invalidated', 'unclaimed', 'barred', 'claimant', 'unclaimed', 'unclaimed', 'invalid', 'unclaimed', 'impending', 'invalidated', 'unclaimed', 'inaccuracy', 'null', 'unclaimed', 'unclaimed', 'indeterminate', 'undeclared', 'nonclaiming', 'unclaimed', 'unclaimed', 'nonclaimable', 'claimable', 'nonclaimer', 'unsolicited', 'unclaimed', 'unclaimed', 'unclaimed', 'claimable', 'claimant', 'barred', 'illegal', 'unclaimed', 'invalid', 'torturé', 'unclaimed', 'unclaimed', 'nullegal', 'unclaimed', 'inca', 'innocent', 'unclaimable', 'unclaimed', 'claimless', 'inexacquisive', 'alleged', 'misclaimed', 'unclaimed', 'innocent', 'claims', 'disputed', 'unclaimed', 'unscalified', 'illegal', 'unclaimed', 'unclaimed', 'invalid', 'irreclamor', 'claimed']"
the act of extracting ores or coal etc from the earth,mining,49,"['extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extract', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extractism', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'exploration', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'mining', 'extractation', 'extraction', 'extraction', 'mining', 'extraction', 'extraction', 'extraction', 'extracting', 'extraction', 'extraction', 'extractation', 'extraction', 'extraction', 'mining', 'extraction', 'extraction', 'extraction', 'extractor', 'mining', 'extraction', 'extraction', 'extraction', 'extraction', 'mining', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extractivage', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extractance', 'extraction', 'mineming', 'extraction', 'extraction', 'corrosive', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'extraction', 'supertraction', 'extraction', 'extraction']"
a local and habitual twitching especially in the face,tic,0,"['twitched', 'tabernacle', 'twitching', 'twitching', 'twitching', 'tarnish', 'tacking', 'twitching', 'crouch', 'twitching', 'twitching', 'twitching', 'pinching', 'spitched', 'twitching', 'twitching', 'drench', 'twitching', 'femur', 'creeping', 'biff', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'tweed', 'tarch', 'twitching', 'twitching', 'brawling', 'twitching', 'fluttering', 'twitching', 'twitching', 'twitching', 'twitching', 'tarched', 'twitching', 'trenchement', 'twitching', 'prick', 'twitching', 'twitching', 'clashing', 'twig', 'crockery', 'twitching', 'twitching', 'flinch', 'dragged', 'scark', 'twitching', 'twitchy', 'twitching', 'twitched', 'twitching', 'het', 'twitching', 'chillin', 'twitching', 'twitching', 'twitching', 'tingle', 'twitching', 'twitching', 'clashing', 'twitching', 'twitching', 'twitching', 'hack', 'twitching', 'cing', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'twitching', 'chuffed', 'twitchy', 'twitching', 'shuffling', 'crackert', 'twitching', 'twitching', 'twitching', 'humbug', 'spit', 'twitching']"
