Description,Solution,Prediction rank,Predictions
with strength and soundness,solidly,1,"['solidly', 'soundly', 'utterly', 'loudly', 'astonishedly', 'roaringly', 'tidly', 'swelled', 'savagely', 'soothly', 'tainted', 'stutterly', 'trundily', 'powerfully', 'tamedly', 'firmly', 'tepidly', 'tidally', 'sternly', 'trundly', 'tyranny', 'stuttering', 'tumblingly', 'vig', 'tast', 'tidbit', 'acoustic', 'strongly', 'sag', 'enthralled', 'tidfully', 'teem', 'sonicly', 'fortuitously', 'sharply', 'tasily', 'rigorously', 'sass', 'thinningly', 'tamed', 'tidily', 'sonically', 'tutterly', 'vigorously', 'enervably', 'mighty', 'tat', 'steadily', 'energically', 'fortifully', 'stong', 'tin', 'robustly', 'impressively', 'thinning', 'attenuate', 'emaciously', 'intensely', 'attenuously', 'enervously', 'energously', 'twill', 'heartily', 'rigor', 'sturdyly', 'solemn', 'strutfully', 'twit', 'clout', 'forcefully', 'attenuated', 'strumpetously', 'enthralling', 'attenually', 'firmly', 'rig', 'utterly', 'edily', 'vig', 'edibly', 'clas', 'emily', 'strumpetically', 'majestically', 'dreaded', 'struttously', 'strumble', 'pulsing', 'edgily', 'fortified', 'tenth', 'soundingly', 'humpily', 'strutily', 'fortuity', 'loud', 'jubilably', 'enervate', 'emaciated', 'muttering']"
being very thin,scrawny,0,"['thinned', 'thin', 'super thinned', 'slacks', 'sludge', 'sleeve', 'nebulous', 'thinst', 'thinning', 'stuttering', 'slurring', 'obliterate', 'thin', 'tin', 'nip', 'slimming', 'thins', 'nebula', 'thinned', 'thinning', 'snorting', 'slur', 'sleet', 'stout', 'slutty', 'slender', 'slush', 'sledging', 'snaking', 'saline', 'slat', 'slugging', 'fines', 'stoopy', 'tan', 'sneeze', 'slushy', 'snort', 'sty', 'sneer', 'blustery', 'sludgey', 'snazzy', 'taff', 'thick', 'snaky', 'thinnedness', 'slick', 'stutter', 'sleep', 'thinnest', 'thinness', 'blemish', 'thinly', 'tinge', 'bluster', 'penetrating', 'similitude', 'tensile', 'lint', 'thin', 'adobe', 'shorts', 'bridled', 'obtuse', 'slug', 'starch', 'glaucoma', 'tanned', 'thinning', 'starchy', 'glare', 'dreaded', 'fibrous', 'pales', 'super thin', 'brisket', 'thinn', 'thining', 'glaucomo', 'thick', 'silencing', 'tin', 'gilded', 'obtus', 'bridle', 'adulescent', 'blemished', 'bristish', 'attenuated', 'brittle', 'blemishness', 'glaucomium', 'drench', 'glaucomity', 'tenth', 'dredging', 'skimmed', 'attenuate', 'sublimate']"
a neurochemical occurring naturally in the brain and having analgesic properties,endorphin,0,"['analgesic', 'analgitic', 'analgeic', 'analgiac', 'anaphylaxis', 'analgin', 'analgoid', 'analgia', 'neuroanalgesic', 'neuroanalgia', 'analgesiac', 'anaalgesic', 'analgytic', 'analgyitic', 'analgésia', 'analgaedic', 'analgine', 'analgaeic', 'analgaea', 'analgemic', 'analgésic', 'analgaemic', 'analgyptic', 'neurotoxin', 'analgiatic', 'neuroanalgitic', 'analgid', 'analgistic', 'analgetic', 'analgic', 'analgogenic', 'analgenetic', 'analgiogenic', 'analgiotic', 'analgae', 'analgist', 'neuronal', 'neurodegenerative', 'nucleotoxin', 'analgesic', 'analgétoxin', 'neuralgia', 'neurochemical', 'neuron', 'glycerin', 'neurotoxic', 'neurobiotoxin', 'analgin', 'hypnotic', 'analgemic', 'analgétin', 'neurotransmitter', 'nucleotide', 'neurotoxin', 'nucleotin', 'analgetic', 'analgenic', 'analgitic', 'analgienic', 'analgaeous', 'analgeloid', 'analgénic', 'analgeal', 'reticulum', 'neurochemin', 'analgénomin', 'analgaedic', 'glyceride', 'analgésis', 'analgaeic', 'analgétamine', 'analgymic', 'analgynic', 'analgaemic', 'hippococcus', 'neurobiotoxic', 'gynergic', 'analgésin', 'analgaeus', 'neurodegenerative', 'neurobiotic', 'hippocampus', 'gyrochemical', 'neurocarcinogenic', 'gyrinine', 'necrosis', 'hippococcotic', 'neurocarcinogenesis', 'analgénominal', 'catabolism', 'hippococcic', 'analgaphylactic', 'carcinomyelitis', 'analgia', 'neurocarcinogen', 'neurocyclic', 'analgae', 'carcinogenic', 'analgyl', 'gyrin']"
a hand tool for driving screws ; has a tip that fits into the head of a screw,screwdriver,1,"['screwdriver', 'jacks', 'tipped', 'screwtip', 'screwed', 'tucker', 'slugging', 'stoop', 'tucking', 'screwhead', 'tampon', 'screwdriver', 'hammering', 'slopped', 'hammer', 'gripes', 'jack', 'stoops', 'slinging', 'hammerhead', 'headtip', 'slaps', 'slapped', 'prick', 'lugging', 'snipped', 'slug', 'pinning', 'tack', 'shackles', 'tuck', 'nutnut', 'tamper', 'swoop', 'slops', 'stow', 'sneek', 'poop', 'stomp', 'tipped', 'shack', 'sling', 'screwing', 'fingertip', 'hooks', 'jacks', 'rotor', 'screwtop', 'cannon', 'keying', 'screw', 'nip', 'lug', 'tooltip', 'nut', 'goggles', 'slap', 'cannel', 'cleat', 'kiln', 'buck', 'chuck', 'cleats', 'gripe', 'pin', 'hump', 'ruffle', 'kilt', 'ringer', 'screwhead', 'tinker', 'crockery', 'beaver', 'trotting', 'button', 'crocker', 'screwdriver', 'jack', 'gild', 'pusher', 'horntip', 'cannister', 'gill', 'bead', 'robbing', 'hammer', 'dribbling', 'tool', 'rook', 'gin', 'hammers', 'tucker', 'rin', 'bended', 'driver', 'gilt', 'roe', 'nuttip', 'hummer', 'roo']"
creating a sequence of instructions to enable the computer to do something,programming,6,"['scripted', 'scripting', 'sequenced', 'debugging', 'bootlegging', 'programming', 'modifying', 'resolving', 'coding', 'generating', 'exec', 'triggered', 'executing', 'script', 'sequencer', 'activating', 'triggering', 'programmable', 'synchronization', 'activator', 'prompting', 'synchronizing', 'emulation', 'executable', 'instructing', 'execd', 'apc', 'recursor', 'sequence', 'eta', 'apn', 'ect', 'reprocessing', 'activation', 'setting', 'adn', 'instructive', 'esc', 'execs', 'ecc', 'ecd', 'ecs', 'sync', 'bootleg', 'adb', 'casted', 'program', 'redirected', 'emf', 'execution', 'rewrite', 'sequenced', 'script', 'emailed', 'hooks', 'synchronizer', 'syncing', 'typing', 'tagging', 'truncate', 'recharging', 'modifying', 'splicing', 'ap', 'splice', 'coding', 'ad', 'generating', 'programming', 'triggered', 'executing', 'sequencer', 'activating', 'serialization', 'triggering', 'trigger', 'tinker', 'sequence', 'setup', 'activator', 'analytic', 'programming', 'set', 'converting', 'programmable', 'enabling', 'setting', 'directing', 'pff', 'executable', 'pinning', 'scripted', 'cursor', 'tamper', 'setup', 'shunt', 'swish', 'bootlegging', 'program', 'iframe']"
thick - walled muscular pouch below the crop in many birds and reptiles for grinding food,gizzard,0,"['jacks', 'tucker', 'slopped', 'slinging', 'pouches', 'spout', 'tassel', 'tucking', 'poached', 'rake', 'tuck', 'poop', 'crock', 'prick', 'tinker', 'slat', 'ruffle', 'slops', 'pouch', 'puffed', 'nip', 'broom', 'hoop', 'sledding', 'slush', 'slug', 'sling', 'sludge', 'swag', 'tin', 'sag', 'duff', 'roo', 'snuff', 'sack', 'rook', 'sax', 'mush', 'ruff', 'scout', 'smear', 'grotto', 'jack', 'stoop', 'buck', 'bowled', 'stoops', 'tucker', 'pouch', 'chowder', 'potted', 'stomp', 'pig', 'cupped', 'cannon', 'stow', 'scoured', 'shackles', 'crip', 'crockery', 'chiffon', 'tack', 'grotter', 'slaps', 'puddle', 'jacks', 'scouting', 'bourbon', 'tuck', 'grot', 'stoke', 'crock', 'prick', 'pickle', 'sock', 'swoop', 'pocktail', 'chow', 'keg', 'muzzle', 'nippy', 'grotesque', 'scooped', 'pickling', 'tweed', 'pow', 'pock', 'shack', 'poach', 'stocked', 'bag', 'jarred', 'churn', 'lug', 'sling', 'sack', 'smock', 'slap', 'cropper', 'chuck']"
a person active in party politics,pol,0,"['political', 'politician', 'politic', 'partyman', 'partygoer', 'political', 'politist', 'politician', 'party', 'partypolitist', 'partyist', 'politico', 'political', 'policing', 'polo', 'polist', 'politicist', 'politicist', 'political', 'politics', 'politician', 'party', 'politicsman', 'partisan', 'politographer', 'politarch', 'politicalist', 'polonist', 'democrat', 'politicism', 'poloman', 'politicistic', 'politiker', 'poloist', 'partygoer', 'politicer', 'politicalist', 'polittic', 'policist', 'partyman', 'scout', 'politican', 'partypolitician', 'partying', 'partyboy', 'polite', 'partypolitic', 'partyperson', 'politician', 'policy', 'party politician', 'polarism', 'political', 'politics', 'populist', 'politician', 'politicic', 'partyster', 'party', 'partywoman', 'republican', 'campaigner', 'elector', 'partygoist', 'polace', 'partyhead', 'partyie', 'politics', 'gopher', 'polo', 'politic', 'partisan', 'deputism', 'apolitic', 'deputise', 'deputite', 'clubbing', 'gothic', 'democrat', 'partygoes', 'politarian', 'deputiate', 'polophile', 'deputate', 'participle', 'conservative', 'polarizer', 'liberal', 'polsman', 'partyian', 'partyace', 'Democrat', 'depute', 'partygoer', 'poloman', 'outsider', 'pundit', 'politics', 'partyper', 'politicians']"
a bodily process occurring due to the effect of some antecedent stimulus or agent,reaction,46,"['activation', 'encephasis', 'acculturation', 'process', 'emaciation', 'encephalopathy', 'amorphism', 'activity', 'ancestry', 'deficiency', 'emulation', 'function', 'etiology', 'edema', 'synergy', 'acuity', 'prophylactic', 'repercussion', 'empiricism', 'amorphogenesis', 'induction', 'encephalitis', 'epistemology', 'encephasing', 'amorphid', 'encephasm', 'infarction', 'enzym', 'agitation', 'inactivation', 'encephasy', 'concomitance', 'congenitalization', 'concomitation', 'enzyma', 'amorphia', 'prophylactics', 'process', 'amorphiation', 'accomposition', 'enzymatic', 'physiology', 'ancest', 'antecedent', 'causation', 'reaction', 'activation', 'occurrence', 'neurotransmitter', 'epithelial', 'amplification', 'cognition', 'imputation', 'bodily', 'action', 'activity', 'oblation', 'impulsion', 'inducement', 'concomitant', 'function', 'caustic', 'transformation', 'congenital', 'abrasion', 'sepsis', 'neurotransmittance', 'immobilization', 'congenitality', 'impetus', 'genesis', 'proliferation', 'braining', 'neurotransformation', 'transpiration', 'concomitence', 'sepulsion', 'causative', 'epitheliation', 'electrophysiology', 'induced', 'encephalopathy', 'alteration', 'impatience', 'epitome', 'congenitalisation', 'psychosis', 'processional', 'synthesis', 'analysis', 'synergistic', 'neurotransmittal', 'initiation', 'alterations', 'epithelium', 'process', 'precondition', 'emulation', 'anagenesis', 'astigmatism']"
a contract granting the right to operate a subsidiary business,concession,54,"['affidavit', 'subcontract', 'encumbrance', 'license', 'subsidiary', 'monopoly', 'remuneration', 'subsidy', 'acquisition', 'requisition', 'accredit', 'encumbered', 'accreditation', 'remuneration', 'remittance', 'encouraging', 'affiliate', 'affiliation', 'acquis', 'remittee', 'acquisture', 'acquission', 'acquist', 'stipend', 'apex', 'acquiesce', 'accrediting', 'subcontracting', 'filibuster', 'acquise', 'employment', 'remunerium', 'acquitte', 'subscriber', 'holdership', 'empirical', 'entitle', 'fee', 'fees', 'accession', 'remunerance', 'employance', 'license', 'cio', 'emulation', 'sublicense', 'subsidiary', 'commodity', 'employ', 'lease', 'affidancing', 'empirication', 'employage', 'concession', 'empiric', 'feet', 'subcontract', 'cloning', 'subcontractors', 'derivation', 'tympanum', 'occlusion', 'cib', 'ecc', 'enfranchisement', 'tyrannical', 'underwriting', 'licence', 'subscribed', 'tainted', 'remission', 'sublicensed', 'tympanic', 'tycoon', 'subsidy', 'id', 'consignment', 'subscribership', 'effected', 'remit', 'monopoly', 'shareholding', 'subcontractor', 'scrimmage', 'commissioning', 'contract', 'taylor', 'tyranny', 'connoisseur', 'treasury', 'connoisseurship', 'closing', 'IPO', 'granting', 'leased', 'ownership', 'underwriter', 'tyranny', 'commoditariat', 'franchise']"
having no legally established claim,unlawful,0,"['unclaimed', 'unclaimable', 'disclaimer', 'disputed', 'claimant', 'unsettled', 'irrevocable', 'nonclaimed', 'insolvent', 'aristocratic', 'claiming', 'unsolicited', 'claimable', 'unseen', 'presumptive', 'nonclaimer', 'adamant', 'annuity', 'unequivocal', 'delinquent', 'barred', 'suffrage', 'invalid', 'apprehensive', 'requisition', 'undecided', 'suffocate', 'slandering', 'alleged', 'assertive', 'disclaimed', 'denuclear', 'aristocrat', 'tortuous', 'advocacy', 'avertee', 'acquit', 'admonish', 'injurious', 'allegation', 'severance', 'suffrageous', 'unclaimer', 'acquitable', 'unsclaiming', 'insolvency', 'squawking', 'unclaimed', 'aristocracie', 'apprehension', 'suffraged', 'denucleary', 'aristocracia', 'unintentional', 'requisit', 'nonclaimable', 'slanderous', 'exempt', 'averting', 'acquitted', 'sully', 'unclaiming', 'disputed', 'claimant', 'claimless', 'null', 'avertance', 'squabble', 'denuclearity', 'dishonorable', 'squatting', 'denicate', 'slander', 'avenger', 'denuclearance', 'avert', 'allegatory', 'acquittal', 'avertible', 'aveloplop', 'deniquary', 'delicacy', 'acclaim', 'unequivocate', 'squabbled', 'apclaim', 'denuclearily', 'sulking', 'reclaimer', 'unbelievably', 'avocation', 'invalid', 'proclamation', 'false', 'squawk', 'unsettled', 'nellegal', 'restraining', 'aut', 'denucleated']"
the act of extracting ores or coal etc from the earth,mining,10,"['extraction', 'extraction', 'extraction', 'extraction', 'extractigation', 'extractment', 'extraction', 'extracting', 'retraction', 'mining', 'extractivation', 'abrasion', 'extraction', 'extractation', 'corrosiveness', 'engrossed', 'excretion', 'strep', 'engross', 'robbing', 'sludge', 'etraction', 'extract', 'engrosing', 'extractive', 'extractiation', 'slurring', 'extraction', 'extracture', 'roiling', 'extractitraction', 'enfieldment', 'rooling', 'corrosive', 'exploitation', 'extractiration', 'extractiture', 'roageage', 'extratraction', 'roeing', 'extractia', 'extractie', 'roage', 'traction', 'entraction', 'mining', 'extractimination', 'roe', 'oresextraction', 'rooping', 'extractivity', 'energization', 'detraction', 'rooing', 'extractition', 'extractor', 'extractivage', 'engrosation', 'roageing', 'extracting', 'corrosivement', 'extractiment', 'exploding', 'mineralization', 'sage', 'excrement', 'roiation', 'slugging', 'slush', 'rotage', 'energisation', 'smelting', 'slutage', 'slurred', 'sluting', 'extractage', 'rooving', 'sludgeage', 'rodging', 'engrosement', 'extract', 'extractigration', 'extractation', 'enfield', 'sludgeing', 'minement', 'corrosiration', 'enfielding', 'extractigation', 'rosion', 'extractment', 'obtraction', 'rouse', 'oblation', 'discharging', 'extractance', 'extractions', 'corroding', 'roo', 'extractive']"
