Description,Solution,Prediction rank,Predictions
cooked bread that is often eaten with butter for breakfast,toast,89,"['sourdough', 'bourbon', 'ricotta', 'breaded', 'bread', 'stewed', 'marmalade', 'mackerel', 'custard', 'savoring', 'butterbrok', 'apricot', 'butterbroast', 'brisket', 'roe', 'parmesan', 'puffed', 'savor', 'tassell', 'fennel', 'tassellet', 'butterbross', 'butterbread', 'fried', 'savory', 'ham', 'ricotti', 'sour', 'spouting', 'butterbroser', 'tasselled', 'ricotto', 'steamed', 'patty', 'sourbutter', 'charcuterie', 'roo', 'butterbrosa', 'spout', 'butterbrose', 'tasselnut', 'burger', 'butterbroke', 'fritter', 'chowder', 'rooster', 'butterbroad', 'grilled', 'breadbrok', 'tassel', 'oat', 'safflower', 'mush', 'bread', 'roa', 'sourdo', 'tassels', 'breadcake', 'butterbroached', 'omelet', 'slaw', 'taco', 'toasted', 'tasti', 'ketchup', 'sourbough', 'daff', 'garbanzo', 'savors', 'cracker', 'daffoe', 'scoot', 'bak', 'church', 'brome', 'macaroni', 'waffle', 'pizzeria', 'poached', 'nip', 'margarine', 'crusty', 'churn', 'squirting', 'noodle', 'omelette', 'squirt', 'grizzly', 'toast', 'chives', 'churning', 'biscuit', 'churne', 'crumbling', 'churnbread', 'grit', 'baked', 'pie', 'delicacy', 'butterbread']"
somebody who controls an organisation or group of people,leader,11,"['controller', 'controller', 'manager', 'headmaster', 'federator', 'scout', 'scouts', 'helmsman', 'chieftain', 'controlor', 'leader', 'overseer', 'controllor', 'controlman', 'bosses', 'controller', 'supervisor', 'machinist', 'organisationalist', 'stooper', 'federation', 'sclerographer', 'manager', 'federant', 'chiefsman', 'controlr', 'headhunter', 'director', 'chieftainted', 'chieftass', 'administrator', 'governing', 'chiefsmaid', 'chieftaining', 'bossess', 'governer', 'federate', 'scouting', 'controlperson', 'stylist', 'helmsperson', 'leader', 'senator', 'supervisory', 'controlist', 'chiefstaker', 'shirker', 'federator', 'federal', 'sclerator', 'chieftainment', 'stewardship', 'helmsmanship', 'steward', 'controls', 'federer', 'controlor', 'chieftaar', 'chieftay', 'rector', 'stooping', 'machinary', 'syrist', 'scouter', 'chiefkeeper', 'controler', 'helmsmann', 'controller', 'organisationalist', 'supervisor', 'symter', 'chieftain', 'mastering', 'helmshelm', 'chieftasary', 'chieftainer', 'scoutographer', 'chiefmaster', 'sympion', 'keeper', 'chiefstakeholder', 'controllor', 'spokesman', 'stoop', 'executive', 'scoutor', 'patron', 'subconductor', 'manager', 'controlman', 'inspector', 'boss', 'headmaster', 'director', 'chief executive', 'administrator', 'scout', 'controlling', 'governor', 'bossed']"
all of the information or facts that somebody might have in their head,knowledge,0,"['headwash', 'head', 'headpiece', 'heads', 'headshot', 'headwashed', 'hoodoo', 'headcount', 'rummage', 'headwashing', 'capitulation', 'head', 'spouting', 'crazed', 'headstrong', 'snuff', 'rummaging', 'snob', 'heading', 'headpiece', 'snorting', 'snort', 'snubbing', 'clout', 'heads', 'headliness', 'rumor', 'snarled', 'snatching', 'headlines', 'headhead', 'cinch', 'headroom', 'cape', 'cuff', 'snaking', 'headwater', 'snoo', 'craze', 'snarl', 'brainwashing', 'sputtering', 'brains', 'headshot', 'headwasher', 'snacks', 'heady', 'headless', 'headstory', 'spout', 'headlight', 'pinning', 'nip', 'chow', 'headwash', 'presumption', 'headshots', 'sneeze', 'prick', 'head', 'sneek', 'nack', 'craw', 'brainwash', 'snark', 'rump', 'snarling', 'puffed', 'sneer', 'puddle', 'spotting', 'snoring', 'heads', 'pricking', 'headcount', 'snoopy', 'tainted', 'snore', 'snooping', 'hoodood', 'hoodoos', 'snipped', 'snuffing', 'snatch', 'anguish', 'snare', 'headbutt', 'taint', 'truncheon', 'heads', 'crawfish', 'clenched', 'taylor', 'trumping', 'numbing', 'headstrong', 'tinker', 'heading', 'truncate', 'headpiece']"
to say how a complicated situation or problem works so that other people then understand it,explain,1,"['explain', 'tell', 'explains', 'apprehensive', 'understand', 'kook', 'explain', 'admonish', 'comprehensive', 'describing', 'heave', 'savoring', 'scrimmage', 'tainted', 'resolving', 'comma', 'apprehend', 'scribble', 'apologize', 'explaining', 'sag', 'figuring', 'scouting', 'tell', 'adword', 'ditto', 'scouts', 'jook', 'retelling', 'commmon', 'articulate', 'appoint', 'misunderstand', 'shaming', 'comment', 'apprehension', 'honed', 'entail', 'savor', 'understand', 'scrip', 'how', 'addict', 'explains', 'appointing', 'scout', 'retell', 'explained', 'explain', 'rewrite', 'rehearsed', 'pinning', 'appreciating', 'remark', 'commmonize', 'imagining', 'teasing', 'narrate', 'interpreted', 'huddled', 'deciphered', 'figured', 'articulating', 'canonize', 'lucidize', 'scrimming', 'ditt', 'describe', 'adaphor', 'commenting', 'nip', 'admonished', 'clarified', 'dit', 'decrive', 'adabe', 'kooki', 'adain', 'interpret', 'addressing', 'muddled', 'describing', 'apologises', 'adag', 'explaining', 'adaline', 'misunderstopping', 'symbiotic', 'expliguish', 'reshape', 'apprehensive', 'syllable', 'tell', 'conjure', 'mingling', 'meddle', 'interpreting', 'doom', 'kooka', 'pointing']"
to express disappointment or lack of satisfaction in speech or writing,complain,0,"['regretting', 'dismayed', 'dissatisfie', 'disconcerting', 'disconcert', 'displeasure', 'slam', 'slur', 'disbelief', 'disdain', 'disdayed', 'dismaying', 'dismayed', 'deplore', 'misses', 'defaming', 'dismay', 'dread', 'disconcerted', 'disapprove', 'mumbled', 'deploring', 'muttering', 'discontent', 'mumble', 'suffrage', 'regretting', 'resent', 'snuff', 'dreads', 'regret', 'gratify', 'outrage', 'regrets', 'teasing', 'disastonish', 'dissent', 'deceit', 'disastonished', 'decry', 'deception', 'disconcerting', 'rebuke', 'disconcert', 'applause', 'disaffirm', 'humbling', 'disloy', 'dissatisfie', 'ridicule', 'disprove', 'utter', 'dismay', 'dismaying', 'baffled', 'dissati', 'regret', 'ambushed', 'blah', 'dishonest', 'irritate', 'appalled', 'fury', 'apologie', 'appoint', 'blam', 'grom', 'discontent', 'regretting', 'discommit', 'omit', 'lament', 'obstruct', 'frustrate', 'disafy', 'disconcerted', 'groan', 'torment', 'discompelled', 'doomed', 'disafle', 'ambush', 'depreciated', 'discomplace', 'denounce', 'rebuked', 'resent', 'obl', 'saddening', 'outrage', 'apologi', 'blabber', 'blunder', 'dishonor', 'deplore', 'flaw', 'baffle', 'disaface', 'depreciate', 'blab']"
to touch someone in sensitive parts of their body to make them laugh,tickle,0,"['twitching', 'touch', 'slurring', 'chuckle', 'snort', 'snatching', 'snorting', 'ruffle', 'nip', 'snaking', 'snarl', 'squirt', 'squint', 'ruffled', 'taint', 'savoring', 'huffing', 'tainted', 'squirting', 'chewed', 'chit', 'snatch', 'tucking', 'snuff', 'jook', 'hammering', 'snarled', 'snob', 'smear', 'sneer', 'sneek', 'grit', 'chuckling', 'fah', 'kissing', 'snare', 'prick', 'chiming', 'squinting', 'ragging', 'touch', 'grizzle', 'squirted', 'teasing', 'chuck', 'puffed', 'snoring', 'snore', 'touched', 'squirm', 'sneeze', 'knuckle', 'apprehensive', 'snarling', 'kook', 'thwarted', 'choo', 'libel', 'chewing', 'chuckle', 'lick', 'twitching', 'aplomb', 'laugh', 'huddled', 'jit', 'thudding', 'rook', 'thwart', 'nip', 'shunted', 'cock', 'thud', 'snaking', 'snarl', 'thump', 'cuddles', 'thumping', 'robbing', 'touch', 'scrawl', 'grizzly', 'jook', 'tangling', 'chew', 'liar', 'jinx', 'thwarting', 'snatch', 'touched', 'snuff', 'hooray', 'thunk', 'snarled', 'apprehension', 'bangle', 'scowl', 'puzzling', 'inflame', 'sneer']"
to make a decision between more than one options or possibilities,choose,9,"['deciding', 'decide', 'decide', 'resolving', 'interceding', 'interfering', 'interdeciding', 'appoint', 'choose', 'interdict', 'arbitrate', 'deferring', 'deciding', 'decide', 'decimated', 'determining', 'intercede', 'interweave', 'enjoining', 'interweaving', 'unison', 'squander', 'interwead', 'interweath', 'squandering', 'transcribe', 'dismantled', 'interweading', 'select', 'interweathe', 'acquit', 'override', 'determinate', 'convening', 'squandered', 'interwease', 'interfer', 'squatting', 'sift', 'determine', 'convene', 'adopt', 'choose', 'ruled', 'deferred', 'determinating', 'decimate', 'interject', 'sifting', 'contested', 'sway', 'enjoin', 'transcribed', 'circumvent', 'interlearn', 'decide', 'interweat', 'interleave', 'enacting', 'interceded', 'unipeg', 'univoted', 'interweasing', 'unipolarize', 'interweaver', 'disobey', 'decimating', 'disobstruct', 'interdict', 'deal', 'uniformize', 'defer', 'interweathed', 'arbitrate', 'entail', 'overdecise', 'enlarge', 'overturning', 'unipone', 'bargaining', 'dismantle', 'decision', 'interced', 'debated', 'acquaint', 'bidding', 'overdecide', 'squiggle', 'determining', 'interleaving', 'interchanging', 'tranfer', 'enact', 'redeciding', 'bifurcate', 'intervene', 'select', 'splits', 'interweaved', 'decided']"
an article of clothing that men often wear on their legs,trousers,0,"['legging', 'hat', 'blazer', 'hoodoo', 'hoodie', 'slinging', 'tattered', 'tucking', 'tucker', 'jacks', 'slat', 'hammering', 'mush', 'tuck', 'hammer', 'sling', 'teh', 'tassel', 'slops', 'tat', 'stoops', 'stout', 'slopped', 'shawl', 'swag', 'legging', 'tan', 'tee', 'hoodouch', 'cuff', 'duff', 'tatched', 'tie', 'sledding', 'lace', 'rib', 'jean', 'barbeque', 'frog', 'jook', 'slew', 'tabernacle', 'lupus', 'hammered', 'bib', 'tabernacles', 'hat', 'brat', 'lint', 'jamming', 'denim', 'blazer', 'beard', 'legs', 'goggles', 'hoodoo', 'shaw', 'shirt', 'vest', 'knicker', 'splint', 'socktail', 'bikini', 'hammer', 'crouch', 'hoop', 'shackled', 'legging', 'crip', 'slaps', 'sled', 'sling', 'knack', 'ruck', 'kniff', 'knickers', 'leh', 'hem', 'shoving', 'rucksack', 'shackles', 'lapped', 'cannon', 'crimson', 'swag', 'robe', 'sock', 'snuff', 'hosed', 'joggle', 'lace', 'rib', 'toy', 'jean', 'bob', 'tucker', 'ding', 'shack', 'splinter', 'legs']"
to take the material from something and making it into something new rather than throwing it away,recycle,73,"['retaken', 'encapsulate', 'retake', 'defrost', 'reprocessing', 'repurpose', 'repackaging', 'recasting', 'refining', 'reloading', 'rematerialize', 'reexamine', 'reprocess', 'scrape', 'repurposed', 'tucking', 'recast', 'extract', 'retaken', 'extrude', 'dematerialize', 'retaking', 'reload', 'enlever', 'removing', 'decouple', 'extrapolate', 'dismantled', 'eject', 'repackage', 'defuse', 'reclaim', 'enleve', 'resold', 'dismantle', 'recoup', 'scrapping', 'releasing', 'discarded', 'exfoliate', 'discarding', 'dismantling', 'extrapolated', 'encapsulate', 'materialize', 'scraps', 'unscrew', 'retake', 'extract', 'scraping', 'purvey', 'repurpose', 'raked', 'reappear', 'adduce', 'refining', 'lather', 'transpose', 'reprocess', 'reapply', 'abbreviate', 'rapture', 'reinforcing', 'reexamine', 'adrift', 'discharging', 'decoupling', 'transposed', 'removing', 'recast', 'repurposed', 'neuter', 'recycle', 'newfound', 'reusing', 'remove', 'regenerating', 'reloaded', 'reexposed', 'outtake', 'scrap', 'refilled', 'freshen', 'adsorb', 'dump', 'reuse', 'recut', 'retaking', 'retaken', 'reload', 'recycled', 'encapsulated', 'reextraction', 'abbreviated', 'recutting', 'reapple', 'excusing', 'takeaway', 'reexit', 'backfill']"
clothing that you wear on your head,hat,27,"['headwear', 'hoodoo', 'cape', 'headpiece', 'headband', 'hoodie', 'blazer', 'headdress', 'cuff', 'capuchon', 'capturing', 'capitulation', 'hooded', 'headdressed', 'headdressing', 'tucking', 'tassel', 'cape', 'slinging', 'capt', 'headwear', 'heads', 'chow', 'crowning', 'hoodoo', 'tattered', 'hat', 'hoodoon', 'headband', 'crock', 'tucker', 'surveillant', 'headswear', 'hoodouch', 'cap', 'hoodoe', 'crouch', 'robe', 'crouching', 'tuck', 'surveillance', 'captor', 'headbag', 'capitulate', 'chopping', 'coiffure', 'headwearing', 'jacks', 'shirt', 'cuffed', 'crotches', 'capetorial', 'cuffs', 'capeta', 'cappuccino', 'headpiece', 'headspiece', 'headsdress', 'bodice', 'crouchy', 'sleight', 'blazer', 'sledding', 'hoodo', 'blaze', 'topped', 'caping', 'kook', 'crotch', 'cuff', 'scuff', 'capa', 'heads', 'surveillette', 'capuchon', 'scarve', 'capitulation', 'denim', 'shawl', 'scarves', 'knack', 'cape', 'cap', 'headwear', 'hoodie', 'headdress', 'decoy', 'bridled', 'hat', 'chow', 'headband', 'surveillancy', 'capturing', 'adorned', 'shirt', 'surveillation', 'devout', 'capped', 'caper', 'crown']"
when you try hard to do something difficult and you manage to do it,achieve,0,"['hard', 'try', 'hard', 'struggle', 'tryst', 'jit', 'slacks', 'adversity', 'tainted', 'stumbling', 'stifling', 'misses', 'do', 'try', 'dangling', 'tame', 'obstruct', 'dribbling', 'stifle', 'dreaded', 'gimp', 'dredging', 'slaps', 'tumult', 'hard', 'dreads', 'squatting', 'fah', 'snatching', 'drooping', 'dosing', 'tad', 'stoop', 'ado', 'nao', 'cynicism', 'struggle', 'adobe', 'difficult', 'droop', 'prick', 'naf', 'adol', 'taff', 'hardworking', 'snatch', 'tadpole', 'cynical', 'cant', 'churn', 'stooping', 'doing', 'adoo', 'tryout', 'jit', 'chubby', 'hammering', 'tumulus', 'jitter', 'thwart', 'obstructing', 'do', 'tumultry', 'dread', 'tooting', 'try', 'harding', 'grinds', 'thwarting', 'commutation', 'obstructive', 'hardball', 'joggle', 'commuting', 'droopy', 'itch', 'thudding', 'hard', 'tat', 'tumulting', 'battle', 'buttressed', 'if', 'mishandle', 'thwarted', 'toot', 'hammers', 'depressing', 'rushes', 'crazed', 'cypriot', 'cynic', 'mishandling', 'honed', 'thunk', 'struggle', 'commotion', 'troubleshooting', 'difficult', 'harden']"
a hot dark brown drink like tea but made from ground beans,coffee,11,"['tea', 'ricotta', 'tea', 'jalapeo', 'tamari', 'tahini', 'taylor', 'savanna', 'fennel', 'safflower', 'coffee', 'roe', 'savor', 'marmalade', 'jalapeno', 'taco', 'tai', 'tajita', 'ricotti', 'kale', 'tasselnut', 'savory', 'droo', 'lilac', 'roo', 'oat', 'teem', 'taffeta', 'tassels', 'tajito', 'teeter', 'tassel', 'tael', 'tahino', 'tassell', 'ricotto', 'beet', 'sashay', 'tah', 'steamed', 'tee', 'ham', 'tea', 'saft', 'nutmeg', 'tae', 'sour', 'tajit', 'mash', 'kali', 'chit', 'mush', 'cranberry', 'taf', 'jacks', 'kiwi', 'greens', 'parmesan', 'jalape', 'coffee', 'sam', 'juju', 'kefir', 'custard', 'chilli', 'kebab', 'nutnut', 'jinx', 'crock', 'bee', 'hummus', 'jacked', 'jinxe', 'tea', 'coriander', 'chowder', 'hushah', 'kebaba', 'garbanzo', 'thyme', 'jinxin', 'husha', 'brazil', 'jujua', 'kefira', 'kefiri', 'tamari', 'jug', 'booze', 'crockpot', 'oat', 'hyla', 'kefirah', 'jello', 'puzzling', 'mellow', 'chow', 'hygien', 'ice', 'kut']"
